Genotype	20KernelWeight	CobDiameter	CobWeight	DaystoSilk	DaysToTassel	EarDiameter	EarHeight	EarLength	EarRankNumber	EarRowNumber	EarWeight	GDDAnthesis-SilkingInterval	GDDDaystoSilk	GDDDaystoTassel	GerminationCount	LeafLength	LeafWidth	MainSpikeLength	MiddleLeafAngle	NIROil	NIRProtein	NIRStarch	PlantHeight	SecondaryBranchNumber	SeedSetLength	SouthernLeafBlight	Spikelets-MainSpike	Spikelets-PrimaryBranch	StandCount	TasselBranchLength	TasselLength	TasselPrimaryBranches	TilleringIndex	TotalKernelVolume	TotalKernelWeight	UpperLeafAngle
CML154Q	4.177059357696597	32.12413746286364	29.04623220920012	82.73011793886924	81.92050225256345	40.47417727256827	74.00839954651211	154.11105151703964	21.003951197409194	14.265060523427646	85.47442214701003	16.205248082350778	969.4764417623845	964.7203579711594	6.544657341696923	816.9793247515615	76.34697551757655	317.7399191083437	70.26287796818016	3.9676858725743833	12.968301333313603	67.1632872444577	132.65124643159717	0.8097898944860014	130.78041231349118	8.12047117974961	25.875415067358126	14.35383853338224	8.096329677840803	256.91241936924615	389.09468493631357	13.44485258435775	0.5687010111538591	61.16333630225985	56.84761080966633	58.67677502102164
CML157Q	4.732579626057263	27.907473160508577	17.303523406603023	85.45272464658814	84.17571424475862	40.09027141114921	108.02487589943527	124.01896559391294	20.210846085495145	14.761498381309634	77.78557149688157	18.63191972387697	990.3889460191307	987.9076950406059	5.824437068532187	912.6644374288991	99.2031449449876	194.53374987662923	70.9179791924592	4.745526347844307	12.412603606196871	65.54902244493341	173.72209275951093	4.165858066496156	109.86309415643206	7.539887517342615	27.020956607809495	16.78947616062371	8.258217262929184	217.90612668600738	340.9767991999032	18.628988358400868	0.5443315383111148	62.975092842306374	60.0399475783864	73.73599811273431
CML158Q	3.7296298816623565	27.87402698012808	18.065876800165128	89.15748236462959	87.63570366306631	38.54763061891651	87.59157256030959	122.56084867146959	19.522713313997148	14.496130951178984	66.0275825024832	33.35044516286426	1050.0752953755455	1020.6234556833253	5.492027711686923	838.5309392593927	108.79137658252783	216.22760083114665	69.98789827642499	4.166520446809945	13.061713801969487	65.68664896704261	148.59836567480642	4.7118222795562765	105.59492543044306	8.12047117974961	26.562739991628945	14.8950913394359	7.232929224036102	205.18066949856774	356.2021422159324	19.940799475995792	0.676870502712403	68.43161194506253	48.76854839649588	62.80885095196919
CML218	4.316070594480486	26.807856712952148	17.779825384518006	86.96326881612097	87.20958307600439	35.625017233162204	74.72203191755246	127.03257437721359	20.413016686040024	12.515056514409457	57.11380801926414	0.015918614575429757	988.3656883764344	1006.0348131494418	6.600058901171133	892.564974077909	105.76089073169938	188.9706593820003	61.110700880824766	4.578279917620572	14.038392400150983	64.30008273568599	155.07498436925127	3.2939945146629146	113.04507939860194	7.539887517342615	21.98057382982348	14.624464936409069	7.934442092752421	186.64576446468837	340.76767063802293	17.228491730353937	0.6408140055262217	58.23474434598956	40.27720762146881	67.50690457852815
CML220	5.440203161874238	29.43644583045081	15.691838217741699	81.3201649225398	79.81175264301413	38.21109087217801	44.74947233385788	128.72166619298244	20.10917664828429	13.425563771748836	64.29393207600664	19.897400439626974	897.3017930491177	891.1670937182272	3.719177808512186	723.3431957848265	77.03026274832811	164.31255430981327	68.21245879730495	3.7901632685681417	15.01682728065784	66.91103376731351	105.9788002531244	3.979760638836035	116.72632050810122	7.539887517342615	23.35522367836512	14.08321213035541	6.74726646877096	174.25384786175624	299.84879279359154	20.121421454016172	0.5687010111538591	59.98833909385332	48.99317052220695	55.12918644089586
CML228	4.224101638621607	22.619682259262824	13.49675990305997	89.1943503319619	90.47196879518495	33.92059509606236	81.38701984687127	127.8164069544928	20.333300332634227	12.903620337095134	60.68275771050036	12.927113641789477	1036.5704824255504	1051.5190656946816	7.652688531181135	919.7740972210704	94.96478956911697	234.34364217137977	68.47713560995876	4.031626602463624	13.512048737933753	68.55437686481672	147.28790465220317	5.037721618329399	109.64321097725123	7.685033432944365	23.813440294545668	16.24822335457005	8.150292206203597	232.2914261152869	361.69764268824804	10.046955927478022	0.5326445139676778	59.621240274235525	46.897750758830384	67.01498630207173
CML238	4.209291466035301	29.138901397420483	17.971110702739832	90.4902729584057	88.54521071944538	40.93537053443312	64.40579057294826	129.2982309271675	19.941615695630823	15.122130869266066	63.83468848998662	24.855306870325997	1044.2085948322126	1035.1689181038312	4.16239028430587	778.4359645533085	98.12437235091656	219.78298017446022	60.43635960399451	4.288828349349168	13.959659689870996	66.89167559047888	130.62510103264202	6.563482834037573	108.42447563486549	7.6124604751434894	19.689490748920747	10.83569529403345	7.34085428076169	219.5659689278473	351.04142706676043	29.02550216838077	0.6997664003902194	62.1236244961284	47.63593124411101	65.93981064825783
CML247	4.408600743396261	25.540433328124927	17.958719177338637	93.62446455433391	91.95904645591929	37.626405034241486	79.47958105782142	144.42274392160994	21.532399319069413	12.339748792692772	68.43930699433292	15.576428892314224	1078.5044427356424	1073.4718155760806	3.996185605883238	868.7028378708258	88.86741199367663	242.7543785192936	60.43635960399451	3.814621844120738	13.772035312490436	64.63078996743366	141.14866291323452	1.3212205377804271	110.29311245736994	8.193044137550483	26.779994038876016	14.743127356769335	6.315566241868609	247.68176133980842	333.3779977040793	11.610926168894478	0.5443315383111148	NA	50.01675779192741	70.37561628285874
CML254	4.048688086640271	22.61652494129554	13.327350743822684	104.47255562377106	101.50576263417958	36.02296564636621	92.5800794578135	118.01326996566608	22.95005935113366	11.471126379618694	68.02312926098692	8.355650616029543	1145.5102106539146	1190.3415861387007	6.489255782222712	946.8442245411109	85.91363632619064	216.51294033140476	59.701096541621915	4.1760498296672806	13.4015944562146	68.45628795422314	160.92034471845903	2.9667442585650905	113.69454972632943	7.3221686439399924	21.430410447686082	15.856245808615839	8.150292206203597	209.26350517305949	326.6862712292123	10.715379298452886	0.5687010111538591	61.45673437232448	52.87475881300242	69.83659413270007
CML258	4.8126711410330225	26.996987889111743	15.813131900067836	98.01712781924206	95.99280495031815	36.49711029670881	93.00608377936058	134.63821243302206	20.488158574511807	13.341179467389075	NA	34.22439020699363	1156.3992789121671	1120.794537351488	4.051587165357448	895.823401680835	94.42504814662766	242.0972831375876	65.20708555198027	3.7625780699974314	13.194341684492096	67.63740661228965	153.72408901596745	2.9667442585650905	113.65574314936151	7.830179348546114	21.430410447686082	11.647574503113939	7.34085428076169	268.9238687255594	389.94402339284636	17.35736389990609	0.6047575083400404	56.68561961944282	NA	63.983146991601885
CML261	4.764084739642	26.987515935209878	16.393895130467214	93.82679358494197	92.24226842061618	37.687449593219604	100.66513970073544	128.4493405315134	20.56671724218196	14.376981245304606	71.11008590122665	42.95269878871072	1094.896207420727	1084.1067042990267	5.492027711686922	872.4336278427322	90.83467428990606	263.54078259905197	NA	5.001452707865013	14.421846209153042	66.67354583548564	168.139799438392	5.269255477423459	114.44233781359097	7.685033432944365	22.667898754094303	15.165717742462729	7.988404621115214	211.54339809228753	384.1027848716933	19.314580475043527	0.6220489693506671	63.67637744457805	54.95462118657806	65.61294118537089
CML264	4.871670001352706	26.13906553466803	15.492152074884196	94.58065136875227	98.24738906601155	35.30022432171202	62.63242218269474	124.59561669489564	19.729432866826667	14.157052549887021	59.51602496931776	12.637911636754149	1080.351039323117	1128.5846162223695	4.882610557470606	844.127805494877	92.57596464629768	234.9060084028767	NA	4.226571537824033	15.001017654925146	64.39985155528291	148.78341802847496	3.3531618560330374	102.42853183271792	8.047898221948735	18.085732592288835	10.83569529403345	6.693303940408165	262.0399806233479	376.6711914656553	17.062164584285952	0.6047575083400404	55.95025207805761	44.84663096519075	58.14624367937332
CML277	5.04400284305493	26.773574858819284	19.055213032384497	89.54965743177142	89.96885395154816	38.21322784645731	87.39410227172313	114.96973337019418	19.02003045603674	12.273907260336713	63.53554058335443	20.852570745115532	1067.5450395395603	1065.080711273909	5.15961835484166	797.6018615027116	84.19547884522694	282.9759645432965	73.95001088509409	3.887216041370591	12.941538751104122	67.16775648911592	165.63086705247818	1.2667780457563906	106.30958866226177	7.539887517342615	20.835032289372116	13.812585727328578	7.556704394212865	240.9796910827685	345.37782000206505	6.197759556827623	0.6609076848704433	62.94549359485126	46.40893883454851	67.09062275857843
CML281	4.7211067025687266	23.423535413734506	13.537322659497068	104.11724852396155	97.94589297782154	40.42155658547309	78.92801552745259	104.87510329114806	22.547481040595287	13.619867315833355	77.53985658696861	9.830098642674136	1063.161491966533	1068.6480398082344	5.713633949583765	844.5845555098742	100.84868970575073	206.68699259237863	67.96008005715943	4.230420319703555	14.042411695856227	66.53730316512706	139.68072301098692	3.03952268595473	110.64559139027452	7.394741601740867	NA	NA	7.610666922575659	208.22371360860765	312.7935838498743	17.528610679047706	0.6047575083400404	69.5329084039159	60.74547238928837	65.93981064825783
CML287	4.954991438543841	28.505554413882233	16.73653112013587	93.05080576377527	90.11663598204058	39.012711080470986	94.05223504229913	142.58485708497292	22.748770195864473	14.336114294571576	85.38246408564636	37.67665602171266	1095.729320514896	1089.0470652166787	5.436626152212712	863.3157523589324	91.4432158096215	231.80272412817894	66.38959619496683	3.6191819368884177	14.513569143260398	66.04924104133961	174.9895399208171	3.03952268595473	129.33906365719605	7.467314559541741	16.87240765223641	9.77465203626397	7.9344420927524215	219.10710757261597	336.8715174202199	13.996713278274935	0.5326445139676778	68.06451312544473	66.93788944660088	65.93981064825783
CML311	3.931745718652714	27.80327863909904	17.741478976148066	92.27481794260858	89.4942882378409	36.52523432905158	77.84003033008506	133.11602773931253	21.138456953710975	14.317173057198584	61.31184268270114	27.616907900401138	1088.3889837296815	1067.1811349827296	4.513501314037515	818.2596769687138	87.15177296372426	247.74234109603415	54.605515106094266	4.850190931765974	11.825627564497175	64.50278352304258	160.33070054679365	3.8649751538098034	116.26261144705659	7.830179348546111	17.398407668018013	10.294442487979788	6.045753600054641	229.05050149803265	352.22714401797	15.601265331740116	0.6220489693506671	57.78574617614657	42.53441694758091	63.31530191923405
CML314	5.059082895017505	27.581173166026865	18.675635508878027	88.98781241039289	87.57482929348603	39.48436016405176	91.37345390849389	134.15176801996222	20.7169238653069	13.971746282611015	73.07061616800087	36.64360834186767	1018.5944519867571	1004.2799930054225	7.068013128964668	902.3482219657441	91.12578617154463	202.19225913513904	70.9179791924592	4.836295190201827	15.568222005732784	66.86030867445643	174.66625014635954	4.165858066496156	116.3974900609447	7.685033432944365	19.46038244083047	13.000706518248089	8.042367149478007	241.97383919268657	367.259008101851	16.544688130984873	0.5443315383111148	69.80593004707686	53.98175155235617	68.34634316986833
CML321	4.00567362572279	26.77690384634366	18.178732040828	90.49714303126345	92.35743448296694	38.16008680121101	87.80316767331298	135.0040099340692	20.992193687086314	14.852665773675538	62.10064912791966	10.247612023116087	1062.6739792537178	1056.3586625249568	7.486483852758502	975.4073215752416	102.28300116795506	248.86161001608036	68.21245879730493	5.350415846644287	14.266628004926583	65.23907534440441	179.62705378018583	0.6784038591631882	116.46278080717829	6.7415849815329985	19.944415005688878	20.679759099950683	7.502741865850071	235.33447022532678	339.06888179436294	9.031438336178233	0.5443315383111148	61.84899272356398	42.493911902910725	62.04302716381557
CML322	3.795102100741652	26.256332029261266	16.10937427919614	83.52070868807743	81.19000981760018	37.809412118733334	72.58113480443141	125.40453859026397	22.632015026721806	14.918366041570383	68.11479740170503	26.778096819838456	971.7609416146291	953.6831464759298	7.818893209603766	764.9092107711884	95.2707953057777	250.05881411316238	54.54044858548311	4.845524035095587	14.490874313114585	65.50598524317196	135.7197579388551	0.6562621552376557	106.2847946248466	6.59643906593125	26.79184829971922	19.495740190892008	7.880479564389628	197.33321333733002	342.0841898612657	6.112549272143598	0.5326445139676778	63.22993080400438	53.41087755835795	48.7096841287567
CML323	4.18819094393386	27.127517523065073	20.47808598344794	83.7400911462722	82.22208842073519	37.87710945997972	57.989642746506526	133.1083094853047	20.41987754370415	12.005117470550324	61.95222171786791	25.51156270059829	972.814191368374	960.9251091481183	7.763491650129555	889.4820277194405	83.68743931437535	296.8473236335301	68.95267551962208	4.766439626812641	14.410247905546045	67.18984608904582	117.83460326671141	2.2033728891539566	115.26397640393824	6.59643906593125	19.918599057011022	12.73008011522126	7.502741865850071	241.1439180717666	383.53331952271043	6.350998160345684	0.583190253830891	61.31987784836041	47.9496066588176	69.58087301538616
CML328	3.305103022122702	24.921300548417662	10.316003061718888	85.63298215065446	84.7584361200332	33.852533356918585	88.75680188134595	105.45586043578238	18.27826802332262	13.41800266536786	40.143816733340586	14.952178940383734	968.5620821281037	973.8141829804538	6.101444865903239	698.5751382759669	84.02582948940507	213.79925662114647	65.54929957862487	5.558704578042532	15.155037241813105	64.48231370075666	141.1486629132345	3.391896473384377	97.69725927012504	7.177022728338244	28.166498148260864	14.598165327598814	6.909154053859341	206.18570529380975	324.29014269569706	19.048401457106785	0.676870502712403	54.07190750342957	30.972622286858684	62.80885095196919
CML331	4.737097427908526	25.8183324009837	15.726399301980027	96.41892802808871	86.90384941393188	39.397261366720265	93.05351512671274	128.2495831543568	22.547481040595287	13.625368877957486	94.93782494610429	32.71447713507219	1048.7231114970239	988.3648814295481	6.046043306429029	902.3681182386899	97.98282455475523	300.15010581343876	NA	4.200564053081931	13.386891413850675	68.5752170978287	174.66022226485646	3.03952268595473	115.3573942887926	8.12047117974961	18.31484090037911	11.10632169706028	8.096329677840803	262.44522684204594	413.7470661619519	13.45570669924993	0.5687010111538591	77.97618125512511	75.70574601398829	60.00476071856749
CML332	4.488101124388941	25.796463390943575	15.223475331059777	88.20999676513753	85.6185137429614	37.177014274342284	71.46294712301847	123.67776738983994	20.528079029917965	13.7979988132688	60.91935936532832	37.81215094591224	1006.8697319396821	1004.1145606950108	6.101444865903239	840.5632514034045	95.97482082270531	286.45128984164427	60.43635960399451	4.538488727029901	13.860559734233542	65.2736571302358	128.8171437081254	4.4331056806226865	102.76776051940303	7.6124604751434894	22.209682137913752	18.68386098181152	7.988404621115214	266.04155169936587	403.7090458874226	13.674308138344848	0.583190253830891	71.36840250200487	46.91206240246506	62.5397851647956
CML333	4.0771830007591205	25.542508660604966	14.370766605399195	85.48824656081159	83.6067370688449	33.534496689969174	93.51435102161493	117.07095400107254	19.651333929586322	11.791101378102628	54.07251071057102	39.1448424495914	1006.5524485072876	989.11874330171	5.990641746954818	798.7848856352496	84.24340328350382	171.08550587263892	70.9179791924592	5.180476822601582	14.142824827721657	64.46961469279923	155.78310240938768	6.127551058120952	103.21806104239056	7.3221686439399924	23.584331986455393	13.812585727328578	7.826517036026834	193.00849305840813	301.57635553277095	21.909788115531814	0.6047575083400404	54.45280259066969	40.24600203782939	67.89720525796284
CML341	4.2078690321791505	27.729088881127414	18.222760304359028	87.30849588714182	89.01370077307243	39.49388311780957	87.43353303011159	122.62374811528889	22.400286339194274	12.58693348410841	51.87647688827645	12.620307687000722	1004.588105559453	1036.105733426063	6.821665139067975	902.4874958524896	102.51544314704695	265.46939006428124	69.94047515320692	4.183195336686921	14.71963899349981	63.576612927844295	159.27774415426174	1.8196363924983556	109.46289295482681	6.233574276926879	19.689490748920747	13.54195932430175	7.880479564389627	278.53171398771326	364.2922868964971	6.575206285918719	0.5443315383111148	61.45673437232448	34.4433586018609	70.20477005478301
CML38	3.4247284651765635	29.128853943852132	18.603987301852072	90.4367013773632	87.7309437363772	35.172415800606146	77.56968370532485	126.71232196374017	20.60351498111672	14.890958796665174	56.01193880873412	37.1994873006878	1061.757272326644	1046.4918329833943	5.547429271161134	811.5217541372496	101.46945424113346	225.12927596266348	74.19348531385444	5.369309322736183	15.566995341579114	62.52549389983538	133.69295022486614	3.206948268950044	106.12785403767154	7.177022728338244	26.79184829971922	13.54195932430175	7.448779337487277	210.58547951231705	346.9441237463564	14.974186667812788	0.6220489693506671	58.28208458976295	38.990256074292716	73.48976357906334
CML45	4.516457558590501	23.677383778304506	14.425885629919122	101.74853452523143	98.53920458721456	36.22052591734229	80.78251750094854	130.56250379311683	23.050703928768254	12.903620337095134	66.42627650263546	16.060295314377527	1184.8302521613114	1179.5062439836634	5.713633949583765	939.9077470986988	108.66579583116994	242.0972831375876	NA	5.3196255916081165	13.704462476387862	66.99288179350731	155.38304175866892	3.3531618560330374	115.2786797532914	7.467314559541741	16.87240765223641	9.77465203626397	7.448779337487277	248.2722044189248	346.03071776139507	12.634174849983815	0.5687010111538591	59.25414145461773	51.00472460991493	63.983146991601885
CML5	6.197504098411639	24.11940829372491	16.03503403822372	93.05080576377527	93.07278776698915	39.77331812372891	86.72828899466552	130.7339938175502	19.326854556288293	12.545496847726024	73.39319055318498	-0.07966861261994751	1078.2055019722557	1096.1819251494253	5.27042147379008	963.0628699599861	88.59191595891032	278.4316626902265	67.96008005715943	NA	NA	NA	174.00158695293524	1.7682332989547411	117.5712405997643	8.12047117974961	21.293248905552662	14.08321213035541	7.286891752398897	253.03945413828626	356.6940082665528	8.24247212593703	0.6609076848704433	62.190932011560065	54.389723230693555	64.21089606867004
CML52	4.606101250731642	22.942482504580695	13.38044998032975	95.11613532878715	95.24735251598769	31.29292063763566	114.4245642773604	130.01781132537678	22.000263912235322	10.699497198222584	64.60361880622727	22.066170488411647	1154.6870832718073	1133.8930460422373	6.766263579593766	883.6561089039383	87.53453257500014	214.37847944013316	NA	4.63544952867135	14.099131413842363	66.95776305120347	183.1165044699939	3.596955883821912	111.04590386493624	8.047898221948735	17.62751597610829	9.753189681926127	7.880479564389628	212.3733192132075	335.69568544840797	15.021512016579058	0.6220489693506671	61.84899272356398	50.55482102878179	63.983146991601885
CML61	5.687318923294875	28.86056249497645	20.32050535548887	106.6563319390285	102.26191611444045	41.20455242182138	81.81320676473746	147.98185326039874	20.909705067631446	13.341179467389075	78.41922238492862	31.049882606320153	1090.1840322248745	1070.2820101245795	3.8299809274606065	925.1317268847932	102.78514034335606	254.2664573294255	NA	4.111108081438391	14.399857985678537	64.86570639332587	164.32525885701594	2.376891635486873	115.2489254209394	7.830179348546111	16.87240765223641	9.77465203626397	7.178966695673309	238.0581953320113	391.14268906755035	15.798451429580892	0.5443315383111148	66.38774233093203	56.99987093802707	67.88820239047895
CML69	4.790769814205742	26.833363044418928	16.66376423070268	87.77773579919842	87.43175728479771	35.86091160689146	74.97276243876459	124.5610820371668	18.870244775990187	11.96296343273644	53.81795674755542	22.001458978140324	1034.9414508922487	1021.8171590193126	5.381224592738501	954.3040720125839	109.24891253585201	240.76858713272262	67.32473905774492	4.679490728673547	13.96222989551281	66.34971825507212	150.82627612843257	2.3285617488392023	105.9272164148976	7.3221686439399924	29.541147996802504	16.82440223129182	7.178966695673308	242.70223461428859	323.2336586648704	10.62864006285478	0.5687010111538591	53.91344747358106	38.236359449453914	72.0181130449989
CML77	4.402500156398334	29.714422623180724	19.055343426825015	79.4609550301804	82.70566599746707	41.38396934933101	65.44481109402794	130.64451353029747	20.967946519035635	15.514713026964149	68.92014864960878	12.970488063136733	954.674131594922	965.3812876078226	5.990641746954817	756.9907141750948	92.74588399978661	234.8079220708201	59.28783827848665	4.63544952867135	14.246984197359772	64.92649894120733	137.37203336584014	0.38796484824064836	111.48135680543162	7.177022728338244	21.293248905552662	16.78947616062371	8.204254734566389	193.37095212763504	324.8170088927753	12.610281475650448	0.6047575083400404	52.31333845264562	49.46888634831073	62.59467977436439
CML91	5.095569335930661	24.500986500043364	16.776161329692798	85.92941937484875	84.22998162875928	35.16903143132386	71.39174751936417	134.09268263180803	21.794053501377213	11.375291479403328	59.768623185728515	30.51140550974777	1014.0375893888797	986.6066080078026	6.046043306429029	760.1367835297718	91.834833528552707	244.6423360457168	61.09146082827354	4.54871125801664	14.047303223573733	67.33685505887321	148.4658826613111	2.3285617488392023	111.29582264054321	6.741584981532998	22.438790446004028	14.624464936409069	7.6646294509384525	258.7473762854081	355.4979672489594	8.199193208140912	0.6220489693506671	64.5364404832794	44.867636080641525	72.64578860744389
CML92	5.325438133371093	28.623476420460456	19.013318747829402	84.07282592990099	85.3524474336464	39.72155040104187	81.2821674995371	142.30994263952795	21.884031763064286	14.525591476822768	78.31959165862709	14.971966098007755	977.4424886135356	978.1715794357697	5.9352401874806064	844.1474999415256	86.08220055304729	197.60749512816608	70.875618015985	4.59450928698567	13.586559942483522	66.59495952321505	164.51655823773717	2.7608060870211393	117.18147919376518	7.830179348546111	26.333631683538673	15.97759695154322	7.77255450766404	221.22581116968723	315.8017428538819	13.741989651133519	0.5326445139676778	69.27805857547797	59.36585574571544	76.04052490473259
CMV3	3.589402746250804	23.790600587781185	7.900582314042322	62.6261309680995	60.840739124478475	31.18763330013268	37.633748070009645	98.15537436223661	18.234803564646068	13.023209484927145	36.75948755210098	12.670534588248056	684.7196060640465	671.4459324419471	8.31750724487166	519.8590909926538	57.91934915134797	246.35688456939752	46.28414212095823	4.63168235609903	14.82729186505171	67.45153593660784	99.32233400494314	0.20900590520843476	91.89294922646069	3.1132629677800048	22.438790446004028	14.08321213035541	7.017079110584927	186.00335440946034	311.52827258869223	7.36440593520455	0.5443315383111148	48.01699360047878	29.842663055938925	28.74607457061948
CO106	3.8427617463381987	24.384521126297052	11.37479815763047	62.30081134322792	60.78647174047782	36.108750618542906	37.49776234606362	94.30058233140039	20.952207160780095	13.418744381612575	51.648359319853235	19.828572739612085	699.3939691815037	677.1895192088961	8.040499447500608	515.4898987965912	65.93497013204635	174.98600904653827	54.89666270390462	3.1683011933080194	13.394511740027875	68.74793206682125	103.01750569579015	1.0885064934195925	90.04183378874973	4.953897326872891	24.500765218816486	16.78947616062371	7.34085428076169	180.00639549732853	248.20783656192702	9.748894817225414	0.5443315383111148	57.349704766310005	40.85706926410057	39.2524601189798
CO125	3.803764300169794	19.96696664874493	10.090718333265581	63.710529717671406	62.577295412499325	29.547912522993247	35.47225151033339	89.44410163984756	18.51250465951145	11.87059290942668	39.755311772290895	25.72500169188894	746.1620316769274	706.3486098113425	6.987869817490607	559.1331801615669	65.51467363888273	240.20517590181356	57.43204385401906	4.743297030605151	15.49994079226278	66.18071134165243	111.8797839209281	1.0885064934195925	85.12341882893152	4.782115120909392	26.333631683538673	14.08321213035541	7.556704394212865	185.9347732711204	284.0141489634982	5.516427051638382	0.583190253830891	53.94713153818398	33.30262525335022	63.47551568881053
CO255	4.36306625807413	25.109887642080853	12.057577462902385	60.83687303130586	60.08099574846935	37.4160639836408	48.793389103086525	127.12604589776029	24.072189067452495	12.839065679952485	73.04312172001613	12.718274327477705	682.4424690408471	669.1463364492212	9.093129077510609	546.2307290164428	66.4816004147867	181.6456420495408	55.19554980976216	4.402598224960304	16.734485423350478	63.84749692662256	124.86194799009627	0.5020022616245159	112.76280072661619	5.771957042025284	21.522357213642934	13.271332921274919	8.096329677840803	128.74369874157998	233.08106147938764	4.383794832678474	0.5443315383111148	78.00319718279462	59.701997052784755	36.65173999839239
D940Y	4.025335629053301	24.716748151623417	15.159322855277368	89.51921995748278	87.11400541151947	31.926089520063687	75.19778683157936	134.14629717158044	21.303068424342577	11.678963681832947	49.86221326954538	37.9644135140702	1037.47623010361	1012.7526238717863	4.827208997996396	884.2198918066051	97.69158655791347	256.1647882032937	61.09146082827355	4.770773886093783	15.061732671705743	62.28912403682735	146.1054891941896	3.206948268950044	115.74526679382875	7.539887517342615	21.75146552173321	13.54195932430175	7.286891752398897	262.59707850680417	382.3304787467888	10.87129191195345	0.6047575083400404	55.94843089406282	35.29492608893487	73.45756397188221
DE_2	5.338099620810536	31.042046425016302	23.505213839922963	77.02754686891983	75.30639728612503	44.17266027729515	52.07343366267692	139.55446322839433	21.480540992491374	15.310569646630412	90.54101570676991	30.259918693460982	930.6035604443197	902.9686482246253	3.829980927460606	684.1924359823178	94.8463636849112	271.4539652167541	70.2525750890788	4.108158332240527	12.56629828615717	67.79158213794783	126.48298674932234	1.4210738686933042	119.3693792062292	6.1610013191260045	18.543949208469382	13.000706518248089	5.991791071691846	207.7337522614569	359.3956814317949	11.022219766595036	0.5326445139676778	72.2325734997987	66.35993340876668	61.059760873239505
DE_3	5.723918097003376	28.029462744440483	20.333574102108432	78.41226237008756	76.79743074939145	40.12977176368223	66.29113081695452	128.66671025739205	19.31562524825613	14.243189688729245	79.7980125930865	22.005981757781335	910.7185484014997	891.5505089583787	5.3812245927385005	754.1768468500056	87.63542804439533	214.88812350853422	65.02206817394782	4.506686269300676	12.798666679931888	66.97389114502076	135.3350496392285	2.820507846432195	117.59522107338503	7.975325264147861	23.808003154881607	13.258969420973997	7.178966695673309	192.22844457308634	304.70914647842693	11.22526430496104	0.676870502712403	58.299788576136955	59.3898793839467	64.2700453463496
DE1	5.336537511020397	28.13220655851792	22.240406155010966	79.10462012067143	77.73235786291146	42.29367632751495	66.76270342192002	155.3603076668641	22.844525556288897	14.464026921398453	98.59892991346582	19.33422437840048	938.0030405233902	923.8271759432672	4.605602760099554	722.746307715829	97.33988067148147	256.35316907987027	65.02206817394782	3.8295354623329416	13.643470800010617	66.34347142523038	134.13153929023048	1.3672230923531834	132.3404778966564	6.886730897134746	17.398407668018013	10.83569529403345	7.3948168091244835	179.72975512368856	345.40562055066584	12.443531535157069	0.5326445139676778	72.80107459097107	75.54995751848053	58.72500852915943
DE811	5.2712868293537	25.532402431590338	13.07959867054112	80.13917077368578	78.74897584469346	38.85355733698614	75.67354174560626	130.03142228228083	22.844452770301867	15.22986077594104	76.97806362114511	17.079852181674273	968.9482741965602	954.9797405531924	6.101444865903239	720.0243591598799	75.85834170847156	224.01049820229596	69.60777674390111	4.187683431346289	15.726257819602672	63.46061193837656	157.90745652979703	0.9942717058429611	115.28234321155435	8.047898221948735	30.686689537253866	15.97759695154322	7.988404621115214	195.6733710954901	317.707773746734	5.685921702224468	0.583190253830891	73.52344269861082	63.36326659474207	75.72766170981478
E2558W	4.645277527146003	20.38189359021151	12.491251173894472	81.45300980553294	79.45445183670196	33.24940706637029	64.34934445279906	152.67143086348975	28.90713312595441	11.117868857429565	80.51403682709287	46.47984214573029	968.4079235942038	929.4299664085233	7.486483852758502	818.7123290571037	99.80001764848333	263.8060707861598	65.02206817394782	4.932550329978137	13.125387564335814	69.23549137420518	139.1665726062407	1.081305076670469	135.44109801151183	5.290125825515512	22.667898754094303	14.624464936409069	8.150292206203597	234.10943362813046	383.82602296553176	11.755839625862228	0.693308407048636	70.41227901792152	67.56042829013163	61.350470671676014
EP1	4.6530549261794505	27.127296597585236	11.575294714781746	63.76474965515001	61.926086804491504	34.06328515982429	39.516168279562024	106.99763483483896	NA	12.495244378727989	50.30438550022389	22.592218053791214	718.980649939928	701.8553597733508	8.649916601716923	510.7974563692766	89.6483123975914	164.28414047996404	46.284142120958236	4.544875473781509	16.248383462888818	62.28281259381439	98.89761985175998	0.8633391887121589	98.32411074245	7.177022728338244	22.667898754094303	14.35383853338224	7.232929224036102	124.8956321587172	231.56563143792982	11.137155579373802	0.6047575083400404	58.363884918193456	38.12138688319411	33.00734427932771
F2834T	5.820222190933532	25.651357605633244	19.18227930880012	78.02459321202056	76.08987402866154	37.318654510252415	53.78881570036894	125.995627535211	19.46308038660934	11.790640973946996	66.03868153465312	23.699879287212795	909.8966420009175	889.8775052227168	7.874294769077977	789.3045790722849	78.97600687742293	324.1237677256479	63.71186572538973	4.160385576846803	12.49144073115866	67.14775975552253	127.69442015064203	1.3672230923531834	114.69611320940302	7.177022728338245	23.12611537027485	11.918200906140768	7.556704394212865	240.5906373244866	435.3418289020651	10.166180371579065	0.6047575083400404	56.47672481900694	52.57342365030187	57.005323259102504
