Genotype	20KernelWeight	CobDiameter	CobWeight	DaystoSilk	DaysToTassel	EarDiameter	EarHeight	EarLength	EarRankNumber	EarRowNumber	EarWeight	GDDAnthesis-SilkingInterval	GDDDaystoSilk	GDDDaystoTassel	GerminationCount	LeafLength	LeafWidth	MainSpikeLength	MiddleLeafAngle	NIROil	NIRProtein	NIRStarch	PlantHeight	SecondaryBranchNumber	SeedSetLength	SouthernLeafBlight	Spikelets-MainSpike	Spikelets-PrimaryBranch	StandCount	TasselBranchLength	TasselLength	TasselPrimaryBranches	TilleringIndex	TotalKernelVolume	TotalKernelWeight	UpperLeafAngle
A556	4.302023058935957	22.249480798592813	20.60457910522375	67.7697083769297	68.89338716238525	34.11627286087874	41.05971023711231	116.5188928455117	19.1771144314155	12.409785144923585	55.99775015341359	-3.467748697721703	764.271323204566	783.5363702139701	6.600058901171133	611.368756571451	81.7257828173757	217.57153080409898	52.23350348522456	3.783066039994867	12.913902258781958	68.6906420226974	94.64891161094128	1.3672230923531834	109.1579886567123	6.233574276926879	24.04254860263594	15.436344145489562	8.150292206203597	191.90193156384814	281.321277289543	6.589447048547769	0.5326445139676778	57.349704766310005	45.14008786836818	46.256717151220016
A6	4.151851585707237	25.97388494044307	14.127845948085302	92.2582784740575	88.26795808209835	35.52594985486319	97.73661289938696	117.39378265576678	21.748246355948073	13.81699822814101	57.464624990770254	38.266017405068325	1077.7420417338872	1038.7756284976983	5.492027711686924	844.726174550075	85.99690418318907	202.84382624699924	72.22818164101729	4.862697099173707	13.669946712471734	65.04623899625811	160.73992869034282	4.601789842412778	105.27055779059916	8.047898221948735	23.35522367836512	18.68386098181152	8.042367149478007	193.28513343204813	331.349256063465	15.962970200167813	0.5687010111538591	63.57011709160436	44.62433061528888	71.87383069397139
A619	5.089351981439071	29.59988371823526	19.52932889564887	70.93207137376245	70.06619440458924	41.7754032856864	46.58043966528827	144.65136774028096	20.559774644162992	13.405383792778052	79.16130944174502	15.70154013794596	831.1741067256976	817.0258335869528	6.766263579593765	593.4217693365964	88.03445156283422	212.0157873995926	57.55982192258468	3.53967226988005	14.178439684502317	66.1022449277264	130.52689231118782	0.8633391887121589	124.91190772330468	6.741584981532998	23.813440294545668	17.33072896667737	7.610666922575659	178.4190626407511	283.8791766285027	7.75307993994039	0.5326445139676778	58.40674398748321	60.206882428686995	56.085326810062
A632	4.618094754313254	24.06190450739285	12.376547361851031	70.10848234014566	69.14364887657817	35.77666865361621	72.18580413324469	121.12431245438735	19.486044982935255	13.439805100512057	56.959374286650245	19.28711549794616	835.244697665192	811.6161315608449	9.425538434355872	687.0573250452853	71.89584321526239	206.2201034100267	54.54044858548311	4.258892342354021	14.077387487907838	66.51358874652361	135.2980651501446	1.3672230923531834	105.0775218825378	5.362698783316387	26.085579392619074	16.82440223129182	8.204254734566389	194.1150545529681	270.7040121075884	7.483630379305593	0.5687010111538591	58.770266474289095	44.94116060489095	26.058950526657988
A634	4.750591886181012	25.707125295463083	15.87970365809861	71.35554090215334	70.17472917259053	37.19122328762682	60.68726195375897	124.2945402921568	17.98014522083464	13.362826573426196	62.570051496308906	17.73785898695849	831.3752009496361	814.8094678832485	8.594515042242714	705.987064382748	70.62037255553494	177.67789009702625	59.999625453601674	4.343763656782233	15.419691098490325	66.00631671552675	128.8746168842028	0.9349787541712467	106.97981839004811	4.419250331905021	22.897007062184574	13.271332921274919	7.826517036026833	196.22665184277005	246.08612116763248	4.960545618236513	0.5326445139676778	51.35989256939999	45.575563099611855	24.84890499628638
A635	4.342076404471914	22.822544212646672	12.241363040055127	74.28341752599749	71.42287900460552	35.913192280202516	43.08433013476377	120.55344021236071	18.371634577532475	13.518435095886712	47.86818383925812	43.83622117737879	891.7218534006325	848.8962152867387	7.818893209603765	644.1588030819365	65.4664298896975	227.510517348743	57.16085348259928	3.644861545470767	13.881461398657878	68.81540876990496	94.88495095765344	1.2136953531048378	95.79482831629547	5.8707094879225075	25.188090143087308	16.24822335457005	7.826517036026834	154.73059579677135	282.0889792645667	7.820761452729059	0.5443315383111148	54.75583313159242	38.25469823711732	13.426806607151534
A641	4.70910218109614	25.827416755884613	12.446759876437971	66.85528609142993	66.37601229254493	34.62886254541745	47.48765369228677	116.87556177732071	17.578335667458575	13.258077723193633	52.72439919250307	11.406629545756187	776.1723703013065	762.552480948747	7.32027917433587	623.4160746248295	81.89136838537138	215.3081662943275	47.98943634269268	3.9559751567054713	13.783166877963836	68.98358236136116	113.44345308888457	0.5020022616245159	100.77717387710159	5.507844698918135	23.584331986455393	19.22511378786518	7.77255450766404	147.4831719087114	265.2811286229406	4.622243720880559	0.5443315383111148	55.91186523027154	40.68326529751729	45.50652739639038
A654	4.484980183392352	22.424737772666003	10.664935589936228	64.52382877985032	64.47665385252213	32.37662093554318	34.99649659630649	117.49054464183467	21.153496316049278	12.627674588241717	49.10937080793822	11.713920924558897	726.1186092024169	716.7555469753687	7.597286971706923	560.1750809917645	73.07928588215474	204.38182006364778	66.3322706225059	4.6586526815842975	15.473487005307797	65.6295914538587	103.14632809257864	0.4274074127955376	101.8399953411531	4.749382398084792	19.00216582464993	16.51884975759688	8.36614231965477	189.47045921801316	266.2203448310063	4.4659530520669595	0.5443315383111148	62.51307787043116	39.12580955926249	56.757798914164205
A659	4.973181050731592	25.896919179799603	15.201098259217911	67.16156164676957	66.32174490854428	35.48675096833549	43.797962505804115	114.26052401070856	16.82753078493165	13.43643898431593	49.87139181252633	25.17437240715509	786.3356675269248	780.41118721888	6.489255782222712	698.4951534618649	69.91756219201166	233.76329229707946	56.67210218302466	3.8990905694298914	14.74922518898523	65.33154280246144	112.58790196106457	0.5310732955524102	99.32427946101735	4.544867469296693	21.98057382982348	14.8950913394359	8.042367149478007	192.73185268476814	303.4496575668267	8.914323708518111	0.49152092359057264	46.02836838938825	34.27445486763387	43.41583723953363
A661	4.0530421340871845	27.047760698338486	18.208673832883562	66.0962069667296	64.25958431651952	37.8617013876192	59.05489630370304	116.53385989561835	18.928505673273797	14.472753017092357	63.320835810281054	25.567288290479055	757.8043086154896	726.5231830514715	7.874294769077975	607.232480571534	86.96722101081737	224.7678692454236	55.195549809762156	4.9250058349765595	15.573565505900607	66.29964446723702	128.5610768088715	0.8097898944860014	102.14114661152972	6.59643906593125	24.042548602635943	16.24822335457005	7.9344420927524215	161.1948500898091	289.86821781992245	5.933712605992033	0.5326445139676778	53.95382899819657	45.20476099513468	53.60795175421028
A679	3.7933207313616264	27.22406786927139	19.540475727060596	69.78316271527407	68.79082016785762	41.56423343773641	66.18958759552437	146.7322470105662	26.114705571795902	17.43818405196323	87.85363633744754	5.257735792933605	822.4558196219123	819.9203760005577	8.20670412592324	746.6193499465413	83.47919920666475	225.90000226650946	67.642473071063975	3.2837180097566643	14.311568376425786	69.2753354435699	137.86332918210385	0.8884198590924628	128.8383965368472	7.104449770537369	23.35522367836512	14.08321213035541	8.096329677840801	195.28795039629145	313.12136673482814	7.125957047002465	0.676870502712403	70.11055576985083	66.78047642414376	73.7308445139565
A680	3.956900893828913	27.097822809129703	17.356788277378964	74.55451721339045	74.19051558863875	39.44134945356087	77.81443885872729	137.13718431675727	24.747158112351833	14.955666920737993	74.3414197533806	10.277495796375193	882.6349670322984	875.2555528152637	6.378452663274292	723.530400275777	82.60940702492198	225.35023396874064	66.98737184678494	3.763688067374634	13.379522886915275	67.85370704069575	154.36686632911483	1.274837456560409	116.49813788444978	6.4512931503295015	25.41719845117758	12.459453712194428	8.042367149478007	201.40696204270168	300.0723032547454	6.708671492648813	0.676870502712403	71.15127889072929	57.534864190322374	77.78472987309183
A682	4.836015608469658	21.817806576204426	12.675654800412099	68.80720384065935	67.4070925885573	31.935259323646658	50.22065384516721	141.16699880962085	21.353801670301127	10.084609118879694	51.97032138912406	19.601080716917373	800.8120352493714	785.9579698835472	7.32027917433587	563.5214532398311	72.05202329604533	287.32958569500397	59.33526140170473	3.972425585423764	12.58770785756195	66.16900824803515	134.06748251187005	0.5310732955524102	119.76701525923747	6.814157939333872	22.209682137913752	14.624464936409069	7.34085428076169	175.02686877180867	342.49629683917647	4.979917053183688	0.5443315383111148	52.14447947014065	39.819405110587795	23.20989383022016
Ab28A	5.316678641979129	26.6736716837858	21.693916916596496	86.29767223384958	85.00012424840816	37.86616112377202	66.77676108430846	142.8888876709638	NA	10.745822442248532	68.49954137654267	23.43540341488348	1028.494799644809	1018.2548102333305	4.494799641151133	785.1546825870603	114.5707134838027	252.26149398877993	62.401663276831634	4.999269877921943	15.400372991480506	65.00959347087506	145.8751096952433	2.047672651496302	112.8621468407119	6.7415849815329985	27.020956607809495	18.68386098181152	7.017079110584927	205.61378254960871	366.7589810418472	10.28210400087168	0.676870502712403	NA	48.48570495629349	66.37227760978931
B10	5.7002196600777095	28.98298404099124	31.296619829509638	81.40911461768823	76.87924266684149	42.27961710926536	68.04535271510002	173.62276114625178	20.65027342787631	14.160127475662964	100.26600951938964	52.210038803569475	978.3480793325508	916.3432557089138	5.658232390109554	788.0072569281625	94.2024507321297	209.40281966677895	54.54044858548311	3.575393491292855	13.433577501958544	66.03503067685898	138.46114504673773	3.206925443900142	146.60683590672312	5.8707094879225075	27.479173223990042	18.14260817575786	7.017079110584927	215.939614702926	315.28388651090006	11.516540425785298	0.6609076848704433	67.67645097455231	65.19628892173253	38.566186900262764
B103	5.020340997818152	26.109851931886602	14.825273743311412	70.81334152736737	70.12046178858988	36.81111488430215	45.46310470489823	136.23384731386747	19.522713313997148	14.423998731355882	61.68347243402384	12.276237383378938	824.2522274844184	817.2657715694729	6.600058901171133	661.1955684856533	79.88705734865681	287.21808064279367	67.58941587039875	4.384003622130586	14.176389744143455	66.753888705529	102.20217070573003	0.6482386737574111	117.75789413808685	7.394741601740867	24.271656910726215	15.165717742462729	8.096329677840803	202.2798255449878	298.33336275213367	0.9172471482849023	0.5326445139676778	60.7225367330889	47.753090883704026	59.09601341595924
B104	5.039685507585862	27.85248226134256	20.107436928969822	75.91001565035535	73.26797006062768	40.36998282002947	47.60400181801927	132.02287933752078	22.552511186073254	13.439805100512057	88.14386403868578	37.8354900114438	896.3348256725031	857.1751347818088	8.206704125923238	764.1093626301689	82.02151845269051	197.83963507788621	61.09146082827355	3.6276619412941926	11.982687379814637	69.925029285464	121.32135778941405	1.0885064934195925	117.76212251623807	4.854688078710267	27.479173223990042	14.8950913394359	7.286891752398897	170.8772631672088	276.81364427009635	8.735487042366547	0.583190253830891	69.4734608656058	67.34123051199465	58.83467714635215
B105	3.833143094965065	26.535516150127656	22.088739913598083	79.43431158646403	77.66362816468045	38.057451086301164	59.88018253475187	134.3180552807078	21.76892111077888	15.334516477897854	63.81253315793203	21.093376446374833	939.2656730361126	923.1259887392896	7.37568073381008	711.6126629745856	86.1863206069026	214.61174644516706	63.71186572538973	3.816953197537813	14.317290676098786	68.15230654359709	134.73554496417552	2.047672651496302	120.20065541054859	4.854688078710266	25.188090143087308	14.624464936409069	7.610666922575659	198.3474562194966	298.8249431702516	10.046955927478022	0.6220489693506671	60.58220438241438	48.26885199071647	70.07213673945718
B109	4.7423498725952555	26.459437190247673	14.862458535010568	74.55451721339047	74.0277134366368	41.10805805783342	67.58570820714898	128.04482280014957	21.827710083513363	14.729415563063267	78.30793888284747	17.263027843074326	874.5164364864943	860.8822761418633	8.37290880434587	683.6713012483026	86.00411051265581	204.28151868262037	59.78125837971546	3.8810882802851516	14.47120050643013	67.71477716302326	150.35419743500827	1.081305076670469	110.7471257234705	7.612460475143489	25.41719845117758	15.165717742462729	7.880479564389628	168.45113631616178	288.52178198294484	6.470222604446726	0.5326445139676778	63.612187746551406	62.98779690822489	65.3680838865295
B115	5.290681823771828	24.16319865673647	22.08325520883607	80.03073089872859	76.74108263666938	35.5171332623117	76.24702413953736	146.9172605009577	23.669610756914118	13.381711592750817	69.48405227155892	32.63778621079976	941.5617617001241	901.9693586565888	5.27042147379008	696.1189919965245	86.26012027283338	218.67419556526968	53.230246136925025	4.1421345639229274	14.736045903176983	66.69148176604074	144.47772517921217	2.7608060870211393	126.13137766954564	6.59643906593125	23.213604978082728	17.340403744411176	6.909154053859341	223.1622937851672	356.9558469145444	14.339035915115577	0.6047575083400404	61.16333630225985	44.423558140113094	36.3597579601421
B14A	5.030728809410176	25.668490062417078	16.09861746822147	75.49317184996352	73.41727225595828	34.174786010266395	59.259997211678275	144.91719989759082	20.318293783483497	12.710939471970326	62.86586059450637	36.20841758040732	878.2155290439073	840.5735774009286	6.046043306429029	802.928659074318	82.85447888353293	222.35213598374946	64.36696694966876	4.25824943366719	14.98583478586685	64.66573176050208	136.66391532570367	1.492411952038429	110.70710481138437	5.798136530121633	23.12611537027485	16.51884975759688	8.042367149478007	212.27179351388955	308.86608321934295	6.350998160345684	0.5326445139676778	57.349704766310005	46.22688491313044	36.3597579601421
B164	4.314995716504953	24.870659298873797	14.054648769675728	72.38571971424666	69.95765963658792	36.94343516621945	61.16301686778588	146.26427655171292	20.78153372659706	15.522141274655194	73.66416333309854	31.92613732428507	845.4720861080327	809.3090630724597	7.154074495913239	720.9805258414076	80.66960785496612	206.76333656937214	70.26287796818016	4.904021107683243	13.473303931464692	68.32958045386836	138.55223009940087	2.047672651496302	121.8324639895952	6.523866108130376	28.853823072531682	16.78947616062371	7.6646294509384525	222.05862634933632	296.14534375176754	14.42329025291109	0.583190253830891	60.63583613283978	59.11574315651097	58.05066833753087
B2-Good	5.978680188602595	29.331297260393633	30.56328116316276	74.44607733843328	73.26797006062768	42.37895311510151	76.38717411664659	143.32894812066934	23.938834379722312	15.043420828788898	105.37436286644382	21.002256786206832	852.2948047331826	844.191630151829	5.381224592738501	812.5001751618519	88.99756206099575	279.49486239194897	61.74656205255259	4.050178990197454	17.79753190002073	63.15081492108146	151.2983548218569	1.274837456560409	121.88329890438985	6.523866108130376	25.188090143087308	14.08321213035541	7.556704394212865	221.29374989353502	376.6255182721299	9.868119261326456	0.583190253830891	71.51910233001675	73.19579199414865	65.62942015613658
B37	5.452963203751687	26.00441430316913	23.06018305606804	77.86193339958479	74.29905035664004	40.2070322185816	65.92056600805485	147.34296063844465	23.2375740602765	14.506507465288902	94.8239535578846	47.48203187656457	929.378797692484	877.0528826376714	5.104216795367449	666.8211670774907	85.84793043187285	229.26523142761894	67.642473071063975	3.6854173960687433	13.65144458277045	64.00867645372121	137.60807271255229	1.6612550540283555	135.16761575683358	6.378720192528627	24.958981834997036	15.70697054851639	8.102899716465918	179.99042128026582	293.9765778387558	7.066344824951942	0.6220489693506671	70.21785307295556	71.1754722208134	60.40269476399472
