Gen	20KernelWeight	CobDiameter	CobWeight	DaystoSilk	DaysToTassel	EarDiameter	EarHeight	EarLength	EarRankNumber	EarRowNumber	EarWeight	GDDAnthesis-SilkingInterval	GDDDaystoSilk	GDDDaystoTassel	GerminationCount	LeafLength	LeafWidth	MainSpikeLength	MiddleLeafAngle	NIROil	NIRProtein	NIRStarch	PlantHeight	SecondaryBranchNumber	SeedSetLength	SouthernLeafBlight	Spikelets-MainSpike	Spikelets-PrimaryBranch	StandCount	TasselBranchLength	TasselLength	TasselPrimaryBranches	TilleringIndex	TotalKernelVolume	UpperLeafAngle	TotalKernelWeight
1555	5.089209939	25.97964542	15.94424702	77.10387685	75.44962886	37.5015045	63.91320953	136.0945844	21.29191345	12.88407614	69.58086616	22.09678964	917.9836183	892.1952786	6.664388806	671.3288634	85.00831665	263.8235638	58.77330556	3.956973723	13.2447097	67.73987521	134.0809624	1.062056236	115.9193478	7.299397446	23.85902376	16.43397877	7.487244302	198.2745031	336.6355364	6.862371927	0.579291361	62.66829881	52.47053027	53.65413101
1556	4.54280485	26.30799	16.09799757	77.50898758	76.29633926	37.79207429	58.81674418	131.9435185	22.06673877	13.59613933	71.80562663	21.76405713	915.1958936	897.48915	6.308424004	758.9294963	87.3508879	222.3160135	65.4065593	4.691874407	13.11424652	66.85779891	134.1889866	1.679620314	116.3973609	7.349988664	26.53955605	15.42475661	7.555480291	192.25415	308.7198944	9.124926651	0.588081205	60.84656627	58.65769119	54.64727295
1557	4.928908486	24.13310501	14.96850053	71.30558564	69.21978992	36.24305342	44.87968552	119.465892	20.59105347	12.5952995	63.22461309	25.04842841	830.9532678	805.5248051	6.586405897	632.0562398	80.74637598	258.0281774	55.96676511	4.172401753	14.37611599	65.38900268	117.4019944	0.691056889	105.8436418	5.578251462	23.96451832	15.25753614	7.592303846	188.4815665	312.4447639	4.963529111	0.558269687	59.85834744	45.49421033	48.81094531
1558	4.744492971	25.31879879	18.42632114	78.49963993	75.45485823	37.17395928	58.94650132	146.5658063	22.21497837	13.84059528	84.02414096	29.87230564	921.8475589	880.4454037	6.558620269	776.2961504	90.37873661	280.8115667	62.53617414	4.412710307	14.68036116	66.45206527	137.2180348	1.700518781	123.5399742	6.618944123	22.2590297	14.57747285	7.611377418	206.2341145	358.1316743	7.282643488	0.5628351	67.22409267	55.41156484	64.10886316
1559	4.652301068	26.3245162	16.11157726	90.82559019	91.02501654	36.79566682	72.6248029	124.7389661	20.48295067	13.62794649	62.03925645	21.95341398	1043.530438	1053.388583	5.731071675	828.1723047	90.97714994	226.2109869	65.5304283	4.431448401	14.28953512	65.77334489	148.1010297	3.043061436	107.2674055	7.742462188	21.51693015	14.17548995	7.54829659	229.1997729	350.2814414	15.08594722	0.588492002	60.21605954	63.81596537	46.80499431
1560	5.126811309	22.09345577	13.77665748	75.24229978	72.63758031	34.79525113	58.49899525	146.9259692	21.81850027	11.04082625	69.1054074	28.76890337	885.1408588	847.2568997	6.140997421	625.6104601	88.69003219	278.1613082	58.80181883	4.015303059	13.45956105	66.95746247	138.5150778	0.806851134	123.6564162	7.70704292	22.22775723	14.86439375	7.440558103	194.182655	350.7826966	5.267764794	0.579763216	60.12523996	53.09420466	54.54649614
1561	4.461652144	26.06712465	15.75130027	87.78727546	86.28088307	36.86401337	76.69280985	125.0440843	20.55574245	13.35697923	62.11463952	22.61991682	1020.62878	1010.473374	5.936683343	809.170781	90.03916709	225.654508	66.15329907	4.559702508	13.97942369	66.1617213	144.3574187	3.042310072	108.8380343	7.424607457	22.76377833	14.88072836	7.588717212	214.4946312	338.7473693	14.43437183	0.590129879	60.3088485	65.69497744	47.16192703
1562	4.465030928	25.91456738	15.36842469	84.18060202	83.05390723	36.43670761	72.10086189	123.0366978	20.63440571	13.1710616	59.86701098	22.86059036	975.4804588	965.8677649	6.086979283	786.8924693	85.84586787	224.6599711	62.66774203	4.593637697	14.15411492	65.95196264	140.0502233	2.598471115	108.4432971	7.06464512	22.42004813	14.8225994	7.576316035	209.5459897	331.5520898	13.15049943	0.593601764	60.11034421	62.2545985	45.31095593
1563	4.499803811	24.79200306	15.02974002	70.46727902	69.17191147	35.46460616	51.80618163	121.2041696	20.57833898	12.90172904	59.33733812	21.86221195	811.9828912	796.6168782	6.735262881	633.6995581	78.56586117	223.8564907	56.9903812	4.424226028	14.32330983	66.44065626	118.7815043	1.330355143	108.2009488	5.984684164	22.85431196	15.53831556	7.564149286	186.5118567	304.472603	9.035169719	0.571897316	58.72874249	50.15117969	44.91405726
1564	4.636114099	24.69175324	15.21981587	79.21188319	77.91658171	36.16037932	66.30553879	122.5651835	20.81375063	12.97505253	62.11169793	23.0417695	932.5939125	920.3060831	6.402168642	735.6291294	86.35017505	222.8567542	61.77785303	4.493865475	14.28768114	66.38299617	134.2826267	2.357229352	108.3500862	6.667397888	23.39336261	15.65237991	7.576945656	200.2249342	326.4001993	12.74284378	0.57997395	60.08644753	59.58027646	47.46903795
1565	4.556587026	26.51670288	15.90974104	74.55354884	73.02089697	38.1636203	64.76389716	127.3298871	21.19392673	14.64107435	68.81748786	22.29667029	879.5604043	853.9517829	7.170690636	735.5025406	82.11731632	205.1639377	63.92045118	3.973274931	14.03395974	67.52992654	135.0322973	1.385412294	109.5242924	6.177599593	23.92633819	15.18992384	7.736528936	176.0953402	287.0361863	7.767061889	0.573689101	61.29519511	60.18025752	52.51390353
1566	4.465050834	24.48295388	13.88644597	68.86765275	67.39352292	34.75209917	46.68945197	123.0377407	20.96516096	12.90754734	56.61463873	23.08225711	799.6424796	778.3892989	6.659882394	615.7912082	71.33024744	216.3578369	55.1120237	4.714064262	14.8137891	65.51753743	114.5295995	1.038127287	110.5795674	5.479971149	23.00238435	15.42428345	7.510726526	185.5210153	302.0994462	9.761949581	0.590319826	59.51663608	46.47068811	43.58520672
1567	4.372806921	24.23061997	15.14107525	69.24270244	68.56303289	35.11994785	49.79534833	119.8272721	20.72535666	12.72193258	59.02945079	18.35562375	794.1285453	787.659045	6.793433249	612.8383924	80.79921579	213.7776473	55.79507318	4.225830971	14.1276648	66.62475053	113.9867823	1.262835272	107.8209004	6.167126058	23.40108763	16.13019467	7.56679512	178.3099334	292.6547227	8.998450998	0.566101368	58.83619531	49.0490019	45.6908792
1568	4.546728301	25.79048553	15.25054133	84.29170366	82.82506312	36.6582323	70.44875187	121.6706781	20.57689997	12.96899855	60.75441287	23.34839644	983.0611359	969.2269252	6.035406889	779.9832173	87.59653597	221.3671706	62.70761849	4.490227649	14.21900172	66.08470502	138.8258858	2.498314876	107.5258824	7.061745036	22.79060434	14.82816709	7.578541029	202.6356399	323.7974719	13.34685386	0.588697804	60.43006328	61.81414098	46.38173331
1569	4.775782522	26.32697726	17.41084852	80.76271339	78.9803192	37.74043599	63.40338252	134.1471422	21.12632451	13.92434877	70.78390089	24.08410028	946.5718327	925.8493812	6.247608108	757.8475406	88.88739568	245.1662345	64.68939355	4.452447603	14.02305936	66.50137867	136.3452131	1.993803428	115.3524587	7.24801318	23.38506872	15.53355961	7.56479931	207.6088105	340.3536685	10.12472991	0.571420483	62.26792333	62.68629046	53.63617941
1570	4.340521462	24.05921809	14.35054647	84.68432948	83.90059565	35.15315161	77.06894261	116.7964277	20.50585591	13.07617966	56.6276581	18.49611362	1002.676476	1001.76039	6.340845477	781.9134395	84.3057422	214.6151425	66.7180758	5.010422527	14.64434011	65.93292218	149.5918261	3.121896207	103.9541469	6.823970414	26.09362791	16.95862358	7.565324208	205.8622594	325.9495403	14.21876032	0.586796276	58.7259812	65.806811	43.17508108
1571	4.664299718	26.0331407	17.3722431	81.54386793	79.98529864	37.83784148	74.13155746	131.6254372	21.30317608	13.36801137	69.20405138	23.98380214	960.7040184	944.8044022	6.429529215	770.8756121	92.77120626	252.2752178	62.68821849	4.434007368	14.02516303	66.84905421	147.1652262	2.326409695	113.8513964	6.766927781	23.52296841	15.76818346	7.589603039	218.216908	353.4949518	12.69461475	0.58773042	61.61188805	62.09238313	52.03784636
1572	4.660983772	25.19286047	15.22832243	72.51450176	71.29583696	35.97868045	52.15590817	128.6364776	20.96428743	13.52735954	62.07735738	21.13022311	842.2302036	828.4284776	6.604851836	666.6921569	78.66878728	239.3829811	60.46271577	4.635076235	14.50158904	66.0846219	118.3526215	1.333824883	113.1062764	6.2611774	23.19953067	15.40926674	7.541446728	195.0476082	313.8583272	8.408182001	0.57791943	60.33038	52.45044959	47.67070607
1573	4.273827608	27.95641834	16.18402652	72.9390538	70.67303625	37.7626962	62.3322213	132.6052683	21.30720564	14.95356175	71.59640448	26.28557322	861.0725068	828.9215329	7.818128495	756.4997282	81.50222013	237.592034	58.53191454	3.809537292	14.34500044	64.83056264	128.663654	0.596405928	117.0614057	6.102228109	24.80271829	15.59167179	7.722859105	176.1089674	305.6092854	7.262700511	0.561354309	62.02641586	39.87068496	52.89689582
1574	4.686685499	26.49408358	17.5093679	72.96272395	71.49059632	38.35503559	59.55775918	132.0321298	21.42843662	14.35307357	75.52460615	25.7407305	858.4677504	829.1855606	6.830262315	708.5678797	75.43621781	229.3017668	62.12745304	3.929178399	14.08906519	66.53378792	137.3355253	1.153782658	113.1648775	6.483698415	24.67204057	15.26336331	7.714116746	188.581294	303.3728349	4.608931429	0.573487202	62.71464993	55.47299005	57.34318182
1575	4.251546817	26.48125133	12.66408178	89.88627129	87.19591932	36.98598384	75.85859777	119.6775205	20.43647636	13.82738825	53.25442024	31.70023887	1058.510881	1029.996825	5.977137633	860.8051164	90.01631025	257.1763103	60.98446837	4.319513919	13.49439351	66.20277022	141.5364576	3.112612691	103.0994666	7.70921764	24.82383016	14.52796927	7.563427905	249.9015416	394.762183	20.81300995	0.572225949	59.26977099	66.90996534	41.74085658
1576	4.550074383	25.71390646	15.63346852	78.16041784	77.28327073	36.74842548	68.78194607	129.3288444	20.6004445	13.48671088	64.766061	20.81733193	904.7087228	895.1567909	6.981241602	759.7097747	82.81987854	230.4098992	61.28965472	4.093724414	14.32308696	66.46210033	136.700502	1.856258854	110.8455217	6.312813948	23.56950819	15.74689396	7.706735087	201.5683258	316.6492679	9.392606618	0.567453264	60.81317285	49.70555693	48.86011413
1577	4.559006154	26.19923783	15.82547559	87.60837257	86.31154165	36.93371131	77.0416742	123.7387832	20.27247475	13.18501617	61.14272762	22.24008064	1014.493754	1007.156248	6.009355887	816.6637626	91.12345613	225.5224905	65.21025673	4.470704551	13.96673438	66.05352784	143.7790114	3.218325184	107.9501768	7.534607065	22.27137394	14.97269472	7.601725726	211.9825405	338.0565432	13.45507702	0.587511473	60.12927956	64.58026805	45.9661288
1578	3.647837184	23.1381766	13.10493159	76.14524518	74.24781246	32.72174355	66.53255727	123.8866941	21.40417531	13.75324288	51.06345222	26.21352347	892.209004	867.8736747	6.549055306	710.4747442	77.56275948	209.1237058	58.88362497	4.315941304	14.28018572	66.18938156	130.9928172	2.32499237	110.1379087	6.171526422	24.52061851	16.43579702	7.550580777	192.8621439	316.4436002	15.26938508	0.590756634	55.65227571	50.07511699	39.5674288
1579	4.38575856	26.75352038	15.69543441	74.37602195	72.42100799	38.29323681	48.86486648	135.036402	21.69034092	14.44212869	66.80894955	28.17651683	866.2100659	838.8555216	6.844388051	650.8006643	90.12636273	239.5134191	59.01755539	4.636689949	14.58336708	66.76581346	121.1472756	1.737837946	114.7227361	6.479833617	28.10764388	16.47753325	7.596136213	228.660602	343.1576182	9.570213644	0.567829527	60.66293111	45.17524286	50.85724341
1580	4.422448609	25.72722273	15.21720938	82.97430225	81.30595779	36.10857987	69.30644359	124.1998902	20.59239635	12.94660073	59.47885918	24.86690557	967.0779237	948.3282855	6.090621708	768.3541574	83.69319932	220.656582	62.18140201	4.540814264	14.248374	66.15407103	138.8914788	2.5329307	108.5866119	6.812341345	22.79746064	14.66563536	7.562418177	198.6079928	322.5120545	13.35595118	0.588549034	60.25709248	58.70757553	45.19565755
1581	4.489057963	24.7554838	15.07228047	72.18734317	71.12443776	36.21247974	52.47626896	126.2081775	20.95906276	13.67094051	63.05530871	21.33040775	843.5572111	829.9300988	6.831601525	672.0569753	79.93971329	230.6578996	60.43651175	4.309429084	14.37766	66.89544136	122.8841435	1.463722329	110.573403	6.499557292	23.73714012	15.53939402	7.58657582	197.8654181	319.9796424	9.5661409	0.570934068	60.20606147	54.30134349	49.03823091
1582	4.625199681	25.38024647	16.50540979	74.71873208	73.01209507	36.90540338	51.43604659	133.4910029	21.57370252	13.32309174	70.69995017	23.86232907	874.0521529	852.4602262	6.324079668	673.5158684	85.44501763	238.1253763	61.03852929	4.151217174	14.21496412	66.28938934	123.5458979	1.361574536	115.1062569	6.563675533	23.95404452	15.49773909	7.539538165	186.0267461	313.1200408	8.317151871	0.570081426	62.31218963	50.68081761	54.39302361
1583	4.492822389	25.25975958	15.35914374	75.44215746	74.33168491	36.45520897	60.13387735	124.5180507	20.92478661	13.45234505	62.504772	22.73679284	878.2119209	865.1521961	6.516209794	695.7151439	82.81676354	231.4857594	60.43226832	4.491665361	14.37142734	66.20368307	130.7706593	1.732073122	110.1166707	6.270134675	23.66256103	15.60485965	7.564933954	193.8594242	321.5053001	11.53389609	0.579750885	60.33454576	54.36499529	47.795039
1584	4.517264722	25.1238734	15.05156586	78.60889447	77.20380109	36.38986913	65.70336038	122.5873205	20.73764686	13.0985575	61.26826807	23.69230404	920.511288	903.7812229	6.458530631	730.7461667	84.92270778	226.426571	61.9438739	4.475104272	14.29368505	66.40565117	135.6176345	2.091117029	108.4046267	6.58116493	23.53893147	15.48169676	7.577414505	197.9818115	326.4506492	12.4679204	0.583207938	60.16844628	57.90642644	46.86990263
1585	4.429587414	23.41306412	11.62497846	64.65814592	62.69259603	33.38708998	33.38992916	118.3526279	20.99653452	12.52950379	50.84620032	21.83316947	743.5764688	718.9988645	6.690630374	567.7845427	60.66120764	212.5962304	49.25874585	5.459606349	15.39622254	64.42656961	101.6646212	1.211809552	109.9776701	5.024725109	22.79118167	15.46901347	7.445776581	180.5382002	297.3480858	9.885447331	0.626574089	58.82412707	38.17452865	39.84292536
1586	4.599893495	28.05592086	17.40548802	77.17923747	75.74332544	40.84497713	61.54282937	130.9027481	21.23686518	14.95166396	74.15362647	27.2027014	917.8112741	892.509617	6.489587295	718.3885276	84.33243454	243.8718341	56.34608187	3.967410874	13.92113421	66.77036131	130.3320458	1.579897911	114.4285423	6.649025919	22.47858156	15.57897922	7.606543111	204.1676914	337.4550411	9.348789764	0.585513995	62.36267212	55.05462163	56.60096425
1587	4.402525145	24.68650753	16.33320768	87.28925814	85.50393418	35.24373924	63.36345786	117.5371605	20.52104062	12.41710235	56.4855471	21.51020896	1040.615879	1027.947331	6.008323625	767.0928331	99.64426641	202.8538504	64.64106719	4.771087431	13.58538498	66.89660242	140.0053502	1.925665729	103.1428818	6.921805682	27.02736003	16.39497435	7.611857777	182.6625557	299.7341959	14.80688416	0.578252245	58.53694855	59.3385665	41.37205525
1588	4.437756602	23.98264047	13.53589897	71.89113676	70.56756929	35.38450487	51.86521855	116.7689318	20.4249967	12.67914259	56.4977207	22.98540828	835.671126	816.8309449	6.494916407	598.5050179	76.9062444	195.9944422	57.94802085	4.121974863	14.46797245	66.58966441	113.7055482	1.254307379	105.8319588	5.908884733	23.58539885	15.20917997	7.530695181	169.1792085	278.0521786	10.24578442	0.567658712	58.58582508	52.14370616	44.1120514
1589	4.398773152	24.26128911	13.9758175	70.29588571	69.04926012	34.43323503	48.52041289	119.5265264	20.47009227	12.92477937	56.32637666	21.21372066	808.0332512	792.5104942	6.897251215	632.5938304	73.89146812	223.6616484	58.55352179	4.468228092	14.49180561	66.53004484	114.6036958	1.096938144	107.0068309	5.279360188	22.55696712	15.42565077	7.559849284	187.6752685	304.879872	9.007959499	0.570223242	58.74551899	48.95993212	43.23052912
1590	4.15092626	23.36449665	13.25170156	87.24419388	86.78036079	35.0739722	85.88884846	120.7825105	20.57654459	13.92114409	56.05317495	18.19980944	1006.617014	1014.577404	6.555921673	828.330595	71.8287495	220.9211175	64.45256404	4.438244117	14.58161643	65.99765516	153.97486	1.890669581	106.0034065	7.674054887	25.23835172	15.6416693	7.652057443	183.4452701	310.4159271	13.26395513	0.570534166	61.01790738	65.49338239	43.77795322
1591	4.442750916	25.68660327	14.89643464	83.77627419	82.58200896	35.9950538	70.13109045	122.9728172	20.42233572	12.94870113	58.17894398	22.94018394	974.7596051	964.2519813	6.026606735	774.8185953	86.11303677	222.6519036	62.42868594	4.523196161	14.18185652	66.00235173	137.9817999	2.458622021	107.8006425	6.910662185	22.58269638	14.79586585	7.559069189	202.3584337	326.5464212	12.93869517	0.589659965	59.36037269	60.94296367	44.06968226
1592	4.338759123	23.76699837	13.12707959	64.30631972	62.84465265	33.64144137	39.96993161	123.0702652	21.09817044	12.59211426	55.02617584	20.38487874	740.449848	716.6142103	6.62101366	573.6466244	68.09954369	206.9936523	51.82773066	4.893659536	15.07909654	65.04412247	107.872605	0.936205864	111.4099446	5.017420503	22.49505728	15.43840968	7.47957759	176.8726553	290.5994422	8.702232509	0.597985344	59.24726165	42.48772935	42.21220933
1593	4.378502574	23.60637714	12.1892702	67.27374769	65.58873457	34.4121935	37.87480222	120.0238154	21.01127931	12.74854456	54.16333078	21.24982314	780.8121205	759.8900527	6.74388959	597.3881957	62.55719737	209.6738544	50.9962924	5.783536284	15.53623216	63.91537713	104.7905225	1.453958731	110.7486391	5.229401544	23.11605541	15.56492814	7.453089277	180.5126895	288.4897068	9.651227905	0.634563715	58.73258071	37.95677786	42.17653709
1594	4.474776893	26.74375104	16.15798838	82.48969566	80.84472524	38.2408864	75.41628717	125.2122014	21.053196	14.49062726	68.57906534	21.82734803	967.0741243	952.39265	6.719408496	773.4482302	88.65992327	212.1870874	65.71345379	4.259253347	14.03037513	66.51770155	147.0685027	2.02573147	109.2477406	6.975536714	24.19498044	15.07746736	7.695003971	191.199049	306.6449463	10.13805104	0.589012458	61.28814062	67.8519364	52.46334848
1595	3.043214153	21.72533028	11.99127231	77.33090213	75.37666791	30.26074775	65.30369558	124.0447831	21.68345143	13.72829567	45.3866722	27.41331418	902.9517689	878.9608358	6.124732573	710.5882129	77.0290021	201.6345782	55.80999473	4.054134409	13.80804576	65.75349202	121.4717014	1.912078002	111.2405766	6.466729855	24.11391939	17.33670851	7.557269205	182.6091315	311.3521976	16.50527584	0.586925331	53.32078144	48.54246045	35.24417544
1596	4.45060302	25.69063175	15.95000629	86.09261239	84.5229503	36.59839668	76.69506507	126.515927	20.68156964	13.33848331	63.21196209	23.48714162	998.9124276	985.6597483	6.139334234	801.410588	90.32962639	218.1642614	64.50040304	4.461663489	13.99519494	66.38090349	147.8042639	3.286333488	109.4330995	7.272126618	23.13392734	14.98661765	7.6039817	210.5476667	336.2511557	14.95174294	0.589069199	60.52976814	64.04510199	48.01016037
1597	4.613370153	25.67158531	15.89660203	86.83042962	85.51358422	36.32963248	81.47994732	122.7254901	20.40386275	12.84212474	60.70251207	21.51383489	1005.690728	998.2509996	5.98989518	812.6663801	89.14793807	228.5622057	67.04980443	4.494625339	14.08150003	66.16967364	150.1588671	2.669398634	106.6370541	7.652505349	21.94577749	14.51285636	7.601836656	196.3584889	334.8553056	14.30827902	0.591481317	60.02301193	65.47090811	45.83886844
1598	4.751936468	25.45084959	16.04585699	73.67205463	71.82072693	37.16811461	54.15198662	129.0459479	21.09873482	13.89638246	67.8707587	25.27696545	865.9573405	840.7028002	6.890103331	675.6407911	85.39807422	225.0416316	58.66551444	4.073049321	14.49763888	66.97467513	127.4762505	1.15536549	111.0872085	6.533266069	25.43139075	15.90374848	7.615354417	194.3248539	306.8516608	8.370595721	0.562529981	60.74698896	53.70878294	52.82280685
1599	4.8050373	25.64601016	15.81395855	83.56400609	81.56707955	36.480907	71.49066073	126.7049965	20.67243797	12.59142932	63.0975922	25.46176401	977.7891048	957.5325866	5.90417358	791.7420063	91.66600184	241.8318947	62.67126843	4.364660787	14.14892351	66.30932583	141.9234817	2.587780338	110.7982927	7.124511714	22.41328556	14.61626968	7.552481925	212.5579946	350.4638141	13.61077552	0.582922691	60.64376691	59.89719464	48.16674509
1600	4.536919711	25.63846227	14.46807658	65.77640975	64.3598545	35.68537159	45.99442377	124.1458595	20.19031162	13.61044048	57.617217	25.07278578	772.3961547	737.7773904	7.467186083	654.3145328	66.48564478	210.2303869	55.93630273	3.894433285	14.17724241	67.29007033	110.29675	0.907358552	106.835453	5.0436801	22.84981503	16.3330792	7.688316743	165.6508739	269.3625495	6.175827315	0.549442389	58.12770916	31.18937618	43.370493
1601	4.605211557	28.3867347	18.0322088	77.62605793	75.40270274	41.1468894	57.05727844	125.3921952	21.02318645	15.14081864	72.70261265	31.3481193	935.7047824	895.0671188	6.396549159	662.5835788	69.79622011	204.3701142	52.43464719	3.70403463	13.74740115	66.75006249	117.4133845	0.875867283	112.9298858	5.739182727	21.26747194	15.32682168	7.575807268	180.3218934	298.2248218	9.740139457	0.591217576	61.39226094	50.23213311	55.00858334
1602	5.115517388	21.92254636	13.73344726	75.10567842	72.64841964	34.65862576	59.90935831	146.8373831	21.83814725	10.89388997	67.9775647	28.91205411	883.871926	846.2203595	6.188644358	628.2964896	88.72743134	278.8869676	58.95867823	3.987580809	13.50166203	66.99376173	138.9677047	0.799102672	123.226001	7.706999328	22.27994965	14.86412985	7.439829691	195.9555416	352.3852022	5.272074531	0.578827092	60.1029425	51.97457754	53.67317048
1603	4.335001447	24.10314307	12.92834783	64.15073527	62.67211253	34.04623744	38.34822572	122.1938357	21.16601627	12.83352933	55.12943319	20.80111895	739.2068886	717.5104953	6.876283124	577.6821369	68.27935911	211.6112162	52.65656381	4.914627394	15.07937985	65.28318608	104.4885615	0.9659673	111.096102	5.027231999	23.34326719	15.68811512	7.478317846	179.3727213	292.7606272	9.127506542	0.60391632	59.33620715	41.10855378	42.90340392
1604	3.780133011	23.26952739	13.95940342	62.39916732	61.23438002	34.03489669	45.21088216	130.1572367	21.32438	12.38205888	62.37154567	22.25967917	726.6466295	694.1790112	8.1532505	586.818358	65.59464057	178.7925933	60.20193567	4.628757131	15.02899866	66.49178642	108.833645	2.32832637	111.6456775	5.281893296	22.9161747	15.47305775	7.646905266	169.215876	273.560554	10.14673907	0.565939502	63.07108343	51.89315086	48.59744912
1605	3.492950553	23.55656176	13.61799213	76.59705585	74.84623014	32.77133328	67.7665602	124.2142167	21.52269961	13.95684166	51.8422528	25.35725678	890.7685752	873.3327236	6.318637822	724.9671445	80.35874677	213.5936363	58.25887182	4.23801626	14.15809217	66.01961078	132.0533883	2.177562943	110.9960552	6.383785306	24.8406894	16.73452126	7.5556123	192.7454479	320.6616985	15.08634222	0.585925779	55.72338758	50.50530052	39.97968197
1606	4.515501295	25.93316973	16.35097087	89.04063318	87.41883104	37.12044963	80.9140429	127.7441372	20.8202618	13.41800858	64.40362934	23.44169896	1028.311804	1018.014683	5.893040321	829.1696018	92.53780083	233.9698192	64.10000794	4.497874311	14.09925078	66.06459145	150.4760163	2.770992208	110.5541274	7.395541701	22.25017476	14.61625682	7.571010105	220.8964703	342.2668799	13.62345372	0.584878934	60.72072459	63.38261445	48.30711668
1607	5.435644343	23.85486559	11.35658545	70.34509331	69.08288189	33.88986108	50.7150123	115.5164466	20.63798878	11.90157342	48.12732904	20.84495359	821.9425578	805.6463691	6.262887733	728.9788082	72.53207247	238.409855	45.98093935	5.760583939	15.79501765	64.17442031	143.7894265	1.543958354	104.0530065	6.516095195	21.14791318	14.73190087	7.46108996	226.0398508	364.0834523	11.41181859	0.623693122	67.73652231	38.81143994	37.70148309
1608	4.67694919	25.90694994	16.31220565	74.94273814	72.68938418	36.84379474	46.50798414	132.3853319	21.57156352	13.5805075	70.76921828	24.04198213	881.0005596	850.8019638	6.154564667	671.5889842	87.71219576	247.741154	62.35585399	4.157176262	14.36670426	66.43685356	118.8688054	0.701875515	115.0487106	7.158412242	23.54895381	15.83004806	7.54677176	194.8927678	325.1356445	6.684696334	0.569156175	61.85383096	58.13188444	53.99254968
1609	4.632219988	26.15622569	16.88871579	76.92042033	75.12123141	37.74220733	67.54850645	131.9738238	21.17180607	14.06266372	70.94900141	23.48084808	901.0045959	879.6242395	7.136129831	724.1314592	91.55649411	228.7657341	63.32601412	4.043975427	13.97161416	67.15840556	140.0289065	1.610131491	112.4872186	5.700683573	24.3838639	16.08766702	7.638564938	188.7249918	317.0505764	10.645754	0.57975145	62.74376922	59.99507925	53.92904614
1610	4.54521019	25.16866377	15.2214568	72.15349379	70.84367743	36.38646111	56.33951229	123.3339775	20.83869049	13.26997015	62.11902616	21.93681896	839.5152163	822.8654118	6.642300276	666.366618	79.85286429	224.8854168	58.35357726	4.43049253	14.3692613	66.37674427	125.3235423	1.621623013	109.6817343	6.07175454	23.49574684	15.8121425	7.568046518	193.4716306	314.9656792	10.47389698	0.577708038	60.33464084	51.46941999	47.65791949
1611	4.401468137	23.22723569	11.77210937	64.25724278	62.59052599	33.17890669	35.50784149	117.9536338	20.98248206	12.50212952	50.67922571	20.98086059	738.1665351	717.7041022	6.717526661	559.8812435	60.9831209	205.7344418	49.96510081	5.212683119	15.28319131	64.68768714	102.8773267	1.179094257	109.4500447	5.037128152	22.73159501	15.4439336	7.455350148	177.6284503	289.8163781	9.561667429	0.618096067	58.62218296	38.97350483	39.74856047
1612	4.518950515	26.04213193	15.56973127	89.57795482	88.42498667	36.82422134	82.46012735	124.9414195	20.58730621	13.28425362	62.4572452	22.50933716	1040.082584	1034.60305	5.994860543	848.804822	91.62316773	221.5063075	65.89610797	4.528180532	14.06112931	66.11409092	151.5194113	3.11234557	108.8251142	7.542957025	22.56892918	14.70170012	7.605056507	214.1687249	335.2800164	14.75862779	0.588749557	60.76616223	66.21240711	47.46287723
1613	4.689377359	25.11367361	15.71338883	74.94671332	73.66204132	36.82487892	56.50813885	126.1411496	20.83340197	13.49535184	63.27872798	22.98767178	880.3227279	860.0259356	6.600501827	688.4475418	80.19702405	234.4455155	60.95348739	4.280348973	14.53232569	66.68588338	127.2511855	1.719622061	110.800168	6.086170743	23.71796071	15.75349433	7.561754811	195.9562761	321.7945346	10.09696357	0.567768604	60.23893283	57.07319485	47.97414834
1614	4.995279697	25.06315	17.29397447	76.84440722	74.51631673	35.87491697	54.57909105	148.0932216	22.59310206	11.58410945	76.79343313	28.63390924	916.3620238	875.4692122	5.460254118	715.2246599	90.45594058	268.0678554	60.93423353	4.224940422	13.48285883	66.26533791	135.0443952	1.249474919	124.7483374	7.748043734	23.63811608	14.3408513	7.438607097	204.3630991	360.5069462	10.23258483	0.599026516	61.5793282	56.49630691	57.94980457
1615	4.335904775	26.42952977	16.0051599	74.48924335	73.49923786	38.9341946	66.32001564	125.6570946	21.78351971	15.25262004	71.2170779	19.81355868	881.388645	864.7040523	7.67675479	717.5483466	79.76286223	213.8440583	63.45372404	3.923688057	14.13563632	67.96295857	139.7058351	1.270578273	107.4805187	6.41161386	24.80697935	14.99592501	7.826107822	178.2902686	288.315609	6.61076573	0.569039239	62.2450441	63.11203473	55.53936648
1616	4.102097672	25.25454072	16.50529797	83.15626973	80.20816492	35.2589084	77.1802402	139.2030541	21.61838036	13.4038148	62.38759696	34.56229049	987.2418353	940.3646295	6.147983958	701.0941667	86.65165193	205.1036237	63.3357012	4.69778688	14.00965072	66.55294502	147.0085189	1.848720277	118.6359254	7.232608636	25.31515637	15.92879477	7.579449262	183.5825214	300.6701185	13.13351207	0.586362731	58.76140359	58.21631342	47.11354972
