Gen	20KernelWeight	CobDiameter	CobWeight	DaystoSilk	DaysToTassel	EarDiameter	EarHeight	EarLength	EarRankNumber	EarRowNumber	EarWeight	GDDAnthesis-SilkingInterval	GDDDaystoSilk	GDDDaystoTassel	GerminationCount	LeafLength	LeafWidth	MainSpikeLength	MiddleLeafAngle	NIROil	NIRProtein	NIRStarch	PlantHeight	SecondaryBranchNumber	SeedSetLength	SouthernLeafBlight	Spikelets-MainSpike	Spikelets-PrimaryBranch	StandCount	TasselBranchLength	TasselLength	TasselPrimaryBranches	TilleringIndex	TotalKernelVolume	UpperLeafAngle	TotalKernelWeight
1	4.493037579	26.32598757	16.03880211	88.62125197	86.85785114	36.99088689	79.37126043	125.1839369	20.53562629	13.32751914	62.74718626	23.91789536	1029.244506	1014.112214	5.946045387	829.9020986	89.97185069	226.869992	65.87312109	4.512398091	13.96829251	66.1351165	148.12331	3.035800275	108.5624994	7.573869546	22.6241567	14.8907036	7.603169555	211.4824004	340.2934164	14.30779448	0.58746009	60.53798129	66.05513166	47.18663025
2	4.727562781	25.820468	17.06898401	76.461386	74.541365	38.07178227	62.27361767	132.0497216	21.37019866	14.36733892	72.30022402	26.04068165	905.2781425	878.19081	6.933771546	718.9001731	83.55611069	212.7916923	60.65114397	4.179135607	14.30184525	66.708197	137.0441657	1.662966786	114.4869356	6.250889782	25.12808303	15.65216763	7.648851411	193.5741854	306.1922645	9.44753122	0.578034328	62.64805258	56.23658245	55.76357516
3	4.713751958	25.77782503	15.89713804	84.50729877	83.21666896	36.95703431	72.36707958	124.2088966	20.53851432	12.92453933	61.90722848	22.13318514	987.647499	977.9794509	6.080726778	796.5796425	90.45988856	225.182305	64.450719	4.45704512	13.99392603	66.30880261	144.4978137	2.594470804	108.8872236	7.128006492	22.6796133	14.99899325	7.569097069	209.1003422	332.4550156	13.36824931	0.585528914	60.00066381	63.08491501	46.83223912
4	3.359753283	22.22884336	12.63044858	75.79747547	74.07364703	31.19273031	62.87553871	125.7597107	21.66793305	13.24210205	48.49297785	26.01049303	888.6709307	866.3992727	6.416974945	694.3062648	76.70232327	217.1164006	56.47567165	4.23027315	14.11119545	65.80160854	123.6979864	1.669397448	111.6055157	6.441871613	24.34982709	16.72801532	7.569132832	190.1492393	314.3752114	13.84844398	0.588611338	55.19720175	50.02168019	37.55463009
5	4.543892334	26.05148603	15.96050551	86.35643053	85.0204	36.86912181	78.35285159	125.0829564	20.58534006	13.16104345	62.90244381	23.20631077	1002.77812	992.2344553	6.152782775	823.5990261	89.89337552	228.8834324	65.3278688	4.386512992	13.96271529	66.34332562	148.4557303	2.863800062	108.7125512	7.34338235	22.87723067	14.88211714	7.595246749	212.7482707	340.5262257	14.59378968	0.586476253	60.37223953	64.32945426	47.63138818
6	4.55622557	26.01205296	15.9330401	88.19210246	86.52247836	36.76212819	78.82051449	125.2199601	20.53195753	13.1715441	63.37215193	24.06443793	1020.770914	1008.803298	5.994925574	826.6346177	89.34165304	228.5116655	64.7535312	4.442959394	14.0713682	66.12753754	146.995495	2.988852871	108.6760835	7.451629459	22.29520423	14.59486849	7.612036896	211.6107728	336.4390225	14.17763446	0.584899382	60.69736813	63.81602886	47.90763668
7	4.368491916	24.03291886	15.13787824	68.6193337	68.1029719	35.21520416	50.41838238	117.2283525	20.69610114	12.75927783	58.81310598	17.98795599	787.9872394	782.3396372	6.88278461	601.9030349	78.25482119	209.8316711	55.34113541	4.107219365	14.10070688	66.73617603	111.9493913	1.25561413	106.5335493	6.09918538	23.49096418	16.3059212	7.554650362	175.2366603	286.6658862	9.126242435	0.568479654	58.6621972	48.32531122	45.30981387
8	5.141466561	22.67350399	14.49839615	75.03080554	72.87247378	35.3578	59.49511855	144.9577846	21.88531945	11.32971723	70.24230358	27.89825579	884.2958568	850.9551672	6.060553207	641.5627306	87.53108933	275.4868043	59.2654477	3.909625954	13.49491759	67.03796299	136.7105768	0.874764383	122.5038831	7.588516016	22.63466945	14.76157638	7.449175502	195.8015832	350.4493888	6.24050894	0.582453169	60.21376456	50.4758135	55.0731102
9	4.728098093	23.63699958	14.65019717	79.97654762	77.96507164	35.28390113	59.77995088	135.0353016	21.22637092	12.22114779	63.80094953	29.95713074	945.0160789	910.3060032	6.019909647	662.7760583	85.511877	242.0558447	62.25373353	4.207689305	13.93329532	67.03972213	135.1846511	1.182807656	115.2196911	7.382384677	23.02004716	14.83186552	7.481439939	187.8428765	324.2717767	7.997199143	0.579830385	59.13391952	58.85543373	49.49028031
10	4.74581795	25.94930101	16.38679773	78.81519232	76.60317068	37.19268082	60.33006545	132.8691869	21.24872535	13.2402686	68.80048387	26.2626574	928.7954554	901.6076003	6.364963315	747.8953462	90.7881144	237.2880848	62.20661557	4.234299322	14.16891532	66.6138324	138.54542	2.121505149	115.0863311	7.171286922	23.75432369	15.54155066	7.601562343	208.6812834	334.6370217	10.07523533	0.579357391	61.35199465	57.69028931	52.46620584
11	4.687824361	25.62669974	15.60155867	75.45302097	74.23390031	37.18141976	58.68772162	124.8684645	20.73109378	13.29834124	63.44298469	22.56209524	882.9846701	866.4636134	6.533926977	687.1584735	83.70875663	215.2540271	61.51599279	4.484960965	14.38289372	66.19333021	130.0272808	1.919976517	109.6673244	6.151347675	22.74897887	15.25310642	7.56424165	195.6655298	312.6885563	12.23873048	0.580137426	59.7501914	54.37794134	48.29649098
12	4.475688413	24.0495772	14.78607203	71.09859139	69.99237565	34.63612094	52.43504784	121.2553669	20.64281378	12.8098312	57.63610611	20.80271976	821.2868949	809.3372745	6.640369378	642.4566107	78.09107269	225.2213048	56.85934275	4.460825642	14.54567605	66.11824288	118.8286966	1.19016875	107.8112971	6.017388771	23.15108038	15.61732267	7.56755922	187.5496614	307.4076569	8.982342682	0.569004959	58.36530846	50.5999178	43.96035635
13	4.481819383	25.33710925	14.91268043	81.522471	80.05032554	35.80900657	65.96611055	124.4566388	20.6351128	12.94044164	59.00965578	22.88784286	950.1382484	937.0559427	6.23710165	757.7865935	83.97086472	223.0858274	61.35057248	4.595808424	14.21562275	65.88776271	135.5285921	2.251334072	109.1130975	6.801582916	23.13883122	14.89787521	7.555026458	196.8305414	320.8351505	12.74094969	0.5908072	59.64106715	58.49363914	45.06259045
14	4.861488044	25.17660946	15.31149052	82.45530545	80.84392552	36.14815494	65.4841186	130.3603275	21.01977935	12.59581089	64.98860672	23.10841908	958.8667713	943.5285501	5.951989715	745.9084206	86.06986032	235.2255205	60.83958346	4.347327011	13.77555065	66.76393249	138.6886455	2.147737319	112.3099302	7.512604693	22.39612178	14.89734477	7.55221957	209.9698201	323.2261611	9.123955301	0.58014838	60.2330056	58.50856384	49.49754119
15	4.690694748	26.19772509	17.36260605	74.75399873	73.23024635	38.48640603	61.22182703	131.1534922	20.98601687	14.49730565	71.82212304	23.31179196	884.7733883	862.7140701	7.244056213	713.5485129	82.89263161	214.0150506	62.47956646	3.749748627	13.89706172	67.46927087	129.7688892	1.632975258	113.3423884	5.629239801	24.75714728	16.01937362	7.67658214	178.2440089	291.4748674	9.758824277	0.573508442	62.67314499	52.585685	54.87424481
16	4.473586505	26.31679804	16.06896049	87.07237663	85.86826739	37.2228778	75.84562237	124.9665831	20.62194184	13.42080555	62.99120737	23.23181484	1009.86753	1000.043421	5.914804063	805.1053386	90.16225265	228.0423098	64.21698442	4.463504887	14.14070605	66.1262458	142.6716912	2.868579062	108.8674356	7.328322642	22.81709339	14.77727925	7.588313041	213.2834439	336.876718	13.70785769	0.588954986	60.64524062	64.38553717	47.44396687
17	4.816866316	23.93888998	14.79883059	73.86042422	72.39145309	35.65308893	56.36495962	136.4103149	21.58209382	12.462419	68.56061786	23.07844312	867.572493	845.3688857	6.375350698	669.9187295	87.14484493	246.9114721	62.3111045	4.037491487	14.04675803	66.80156043	130.8309014	0.872673295	116.7215965	7.201264606	23.68041873	15.53040912	7.550709593	192.6740457	326.1012847	6.266844984	0.5736894	61.10319867	56.96608546	53.29568551
18	4.397852027	27.05346576	16.83201039	75.43472317	74.57649007	39.64027703	66.5836466	126.7528164	22.12346055	15.53230432	76.04007411	18.50018253	888.7151346	874.401526	7.404607435	714.6018829	86.49383308	211.8671561	63.21259156	3.800139543	14.00554622	67.7662102	146.5023797	1.281493257	109.2974688	6.870204196	25.28327859	14.83863548	7.764464552	178.0999279	294.0563461	6.57258609	0.58110769	62.72127758	71.83793679	58.92644055
19	4.501244014	24.6876785	14.86496775	72.6647266	71.66846819	36.19539524	57.01079882	122.2026899	20.75467646	13.27053724	61.28938389	21.96894327	846.9252918	831.4587419	6.775108551	658.8365434	80.43666558	225.6012135	58.8547279	4.284221251	14.29569125	66.65749019	125.3403172	1.519412964	108.5648939	6.11004589	24.10003395	15.96072766	7.581579422	188.5443431	311.7653202	10.14608399	0.572604426	59.56423359	53.4322365	47.22766874
20	4.328782513	27.32667002	17.45601671	74.2125678	73.36616797	39.9095151	71.94132448	128.131582	22.23927282	15.72736849	77.25247467	18.88432507	878.8635576	863.6192251	7.655073589	732.3968303	84.45261835	225.1106178	64.3737359	3.868047078	13.8502996	68.13832291	150.6855303	1.310897146	110.0209412	6.415496794	25.02391029	14.42397762	7.815769557	181.6938979	298.0430932	6.389078783	0.577948103	63.22311273	69.9276822	59.62630717
21	4.37728545	25.02835787	15.76710597	81.02690843	80.05383336	37.30460115	81.58977247	127.4058352	21.48364342	14.38960385	69.15974211	23.567855	949.8540261	938.7286079	6.875311484	811.0021979	87.20846923	278.9640872	67.73491656	3.749004536	14.58652083	65.29925413	161.2579607	1.730885301	112.0276532	6.765453776	23.56887971	16.0432072	7.590854754	254.5406144	384.0533586	10.29951847	0.573825807	61.0349639	65.04668555	52.54626018
22	4.672041365	23.99611082	15.31286337	76.84380059	75.36454779	36.02558411	61.55557463	126.1509612	20.90760918	13.42764236	63.1593014	25.14791308	908.4503936	886.4246699	6.554551894	699.1714823	81.02624514	231.1958324	61.84559696	4.408715902	14.09792024	67.32405202	132.5517132	1.515290889	111.9521073	6.343779363	23.7364178	15.29010172	7.592259868	191.9753367	314.4347096	10.33170251	0.575055247	60.64617387	57.97371237	48.49879241
23	4.900080365	25.62157398	14.76161134	81.36915305	79.48975193	36.29400088	70.12636237	122.6054282	20.08902089	13.27421552	60.71525237	22.73350802	982.6952156	965.9730171	7.222878072	738.9422211	90.70537137	253.1020166	57.38126131	4.589763346	14.83389007	65.15093267	123.9096382	2.535769267	107.9360357	6.977736412	23.17112953	16.25207041	7.583010516	228.0438411	366.1772768	13.84503365	0.564172558	61.1450985	58.77863308	46.99189385
24	4.876960363	25.93779218	16.61425143	76.08850366	73.83150667	37.41470077	60.67070423	137.2461414	21.64957318	12.84377597	73.24340019	26.97598814	901.2392038	864.1244731	6.384061506	692.7058626	88.63517053	241.6294625	60.39939974	4.094961095	13.77041217	66.920851	136.6186147	1.444494971	118.0852672	7.011709339	23.26294424	14.83426643	7.562333585	197.1567062	328.8633396	8.844244596	0.580914862	61.76176737	54.19701808	55.84732678
25	4.411886817	26.11340516	16.34370568	87.86501711	86.75609244	37.47648151	81.52434506	127.5072829	21.02339148	13.51498142	65.40928875	23.65416067	1027.501484	1013.548776	6.299068592	834.7085244	90.08127764	231.2208234	66.49695891	4.689854303	14.10953378	66.48815849	151.5333389	2.272280101	110.2511927	7.483034555	22.98524802	14.72680096	7.59838643	211.5946543	336.5016311	14.84405898	0.581922047	60.77730174	63.57956695	49.76758753
26	5.04569891	28.92851337	17.40104533	79.66568073	79.03906026	39.47137045	74.67099128	130.578997	21.02472706	14.52684445	71.72828818	14.92662848	954.5071765	949.1908931	7.51811673	758.0202319	83.41977439	260.4001402	61.70011257	4.133271274	13.0847424	67.89995189	142.571358	1.272807782	111.1803758	7.020256831	25.05429179	17.68812107	7.581456049	204.5177943	334.9911295	9.35964031	0.582245819	65.42849164	58.00755163	54.41023374
27	4.444078201	23.934102	12.17516884	68.27122044	66.20753241	34.45965222	40.57472833	118.455104	20.88146945	12.8990568	53.35176906	22.53960568	793.1323235	767.5332042	6.508281003	594.8172048	66.81475187	208.4161076	52.37597074	5.353883972	15.28447356	64.67945097	109.9579938	1.240989015	109.3030211	5.322982559	22.86925658	15.32705284	7.444285122	181.1634681	296.3494313	10.17544333	0.616923581	59.51129879	39.43321367	41.59903584
28	4.553113264	25.96792773	16.18547174	88.82021049	87.59279872	37.14816293	80.29825141	126.4761358	20.7992492	13.34573491	63.86314923	22.14823153	1029.53746	1024.004784	6.100721302	837.4777939	92.21625341	236.8128188	66.34620497	4.456557598	13.9317921	66.52335003	153.948411	2.722561043	110.0172338	7.436586788	22.23814909	14.65328955	7.589032663	225.0818461	348.0434972	13.53489836	0.587259067	60.8299892	65.75707943	48.16625694
29	4.608826333	25.88460039	15.64215166	85.62633826	83.98597491	36.69215986	77.68373604	125.2208812	20.70031332	13.14925411	62.54419242	23.45235726	1001.267528	986.9140754	6.17217403	800.0907605	89.90718279	221.3961286	64.84578083	4.518390311	14.07041202	66.2816555	147.5579965	2.902582758	109.3791041	7.295028962	23.08366028	14.71680884	7.588564298	208.2706251	333.4894272	14.25292598	0.587113263	60.30479853	63.0155655	47.65653606
30	3.340685941	22.62717485	13.61561461	77.22509303	75.06077907	31.57254636	67.05959616	131.5775241	21.95177202	13.59163423	51.92397587	27.48608571	903.8856654	879.9578507	6.325727847	737.7116951	80.79739224	224.3906987	57.42675756	4.208420819	13.95962785	65.80255205	129.4551278	2.369962227	115.0604236	6.2799453	24.67573958	16.81521412	7.560447488	203.0328976	334.6394494	15.3950206	0.592770549	54.83469284	51.75980555	39.83084241
31	4.427926517	26.1869156	17.8081239	81.00246345	79.70115497	37.96167678	65.27061985	124.6330747	21.34266787	13.64489324	67.66798819	23.40621045	965.5576781	946.4835326	6.536869012	713.5433913	98.5403654	227.1072779	66.77363135	4.767350783	13.855527	67.07161118	127.8117685	2.541053553	109.5574826	6.954033468	23.24688984	15.61403832	7.606290514	210.750324	334.096276	13.49736618	0.582373381	61.03323906	63.53465155	50.22256979
32	4.50445811	25.4041502	15.54715675	76.90337315	74.8574603	36.448856	62.0735673	130.1090329	21.27868731	13.25144015	63.59191798	26.34341579	906.1736845	878.4876278	6.493520862	685.5361251	83.72817648	225.0449883	61.35423529	4.577095087	14.36530804	66.42555563	133.1109703	1.850091544	113.846346	6.388378473	24.2198627	15.75995345	7.557528958	190.8838285	317.3462343	12.13910025	0.585869218	60.56635227	56.85543175	48.5241427
33	3.460940711	22.91591226	13.8147507	76.39890442	74.43104257	32.17470635	64.53362118	131.811721	21.9242436	13.42322333	54.01510645	27.38210589	899.3840753	875.1543396	6.308993148	731.8541103	81.78665762	234.1255849	57.63399031	4.101625076	13.77979705	66.10617895	126.5510555	2.225928399	115.7815045	6.453577319	24.2262274	16.82948385	7.556415427	204.8125394	342.0806886	14.34672691	0.594188983	55.3519823	52.68792133	41.50431815
34	4.664944539	25.91121492	15.92727812	73.87013055	72.17811243	37.18127092	61.11947067	133.7945643	20.5744146	13.98115952	66.57588746	25.19667899	864.8946182	837.3445364	7.517332268	750.9805869	77.96276991	224.749191	61.30015674	3.844191454	14.43235494	66.65140332	131.3971267	1.155280311	111.1815389	5.735744971	24.53876778	16.56611084	7.80952393	186.5418948	298.4867957	6.972178285	0.5554666	61.41050642	40.45069889	50.04178396
35	4.418567122	24.35110142	14.12707177	66.7582845	65.21147664	35.41912384	41.49467617	119.2762413	20.87958302	13.23910941	59.67039362	20.65275211	769.292502	747.1084784	6.889725347	613.5293362	74.23205212	200.8446139	55.29280326	4.109422097	14.46428816	66.4797017	110.2684541	1.303810074	108.1419326	5.436161725	23.31498117	15.90678556	7.570994155	184.3611347	283.7393506	8.066143326	0.566543075	59.78750713	45.38867469	46.05120321
36	4.359684399	23.50693589	11.86226871	68.84491813	66.95672755	34.30642788	40.97175054	118.5598014	21.0106627	12.91571852	52.56451345	22.07414617	798.7806567	775.4255797	6.522153054	605.8080487	66.3057391	216.3872456	53.5471	5.601062766	15.62042176	63.88235839	110.570275	1.43365644	109.6724373	5.641283688	23.00722795	15.37504135	7.450259102	187.6444392	302.6991907	11.27088933	0.617784317	59.07344829	39.47401007	41.27834828
37	4.683587861	25.8072766	15.83476389	86.37626072	85.1161491	37.10158201	74.02758704	123.0685762	20.6770952	13.09467859	62.54080236	21.14230893	1000.84948	995.3789114	6.167421535	809.971759	91.16355412	232.7470911	65.68762453	4.55219424	14.1608155	66.18923377	144.2902099	2.405471731	108.6939984	7.085861728	22.64703868	14.76211279	7.592693792	216.5247005	337.3647282	12.31927281	0.586717981	60.21035237	63.72612355	47.56423432
38	4.545177681	26.49335417	16.02368858	80.64603378	79.27857347	37.33988671	69.37483133	127.6795392	21.98749466	15.19968735	74.28397228	25.03901794	949.8938898	930.1175389	6.620677436	722.7374879	90.93219169	243.6329401	69.43779236	3.600191567	14.51862517	65.46891839	148.9451532	0.843964622	111.3457743	6.825767014	23.00659476	15.12411829	7.515124305	240.9833972	353.9325057	14.40550953	0.574751519	63.25223606	64.89800915	56.84951895
39	4.546993092	25.79597652	16.07836709	84.70482193	83.31456329	36.5990812	77.67955799	126.259337	20.74142269	13.12052188	62.84354774	22.62557143	984.0862932	973.4673375	6.253180415	805.4063225	90.42439311	233.5430843	63.87634482	4.397291424	14.03058244	66.43451651	148.8781314	2.908244632	109.8077007	7.307813244	23.14587618	14.99106249	7.594901512	215.1103524	341.1481852	14.22041779	0.583730804	60.48202468	62.59429306	47.6811851
40	4.927468876	25.27150081	16.20534551	71.73889661	69.71167528	37.18992354	53.91508859	127.0422351	20.25891866	13.2866764	65.76877141	24.93514173	838.9969965	811.2112958	6.780231495	657.5813961	80.63039051	214.5103487	59.11249771	4.072118599	14.03092127	66.534251	120.0144749	1.267523064	109.3150425	5.986773449	23.30219781	16.06739656	7.63384156	180.8738675	290.0003827	7.458426132	0.561887848	59.38314132	44.49614262	49.71012886
41	4.884555431	25.0052405	15.35166392	81.28422833	79.39411991	35.9491015	63.86694383	131.4266146	21.01184656	12.63817398	65.13286226	23.83034394	944.1262228	926.4344364	5.939795778	739.6048899	82.98994669	236.7747423	59.43858306	4.314062246	13.80981213	66.62841472	138.8194203	2.074287597	112.9551203	7.484227777	22.67546922	14.97397447	7.551294399	210.2778114	323.6201262	9.048802071	0.578490947	60.27383236	56.28181325	49.44473249
42	4.496230502	25.79461689	15.52307651	87.96389038	85.53130694	36.70991018	78.31808556	124.4091372	20.57263901	13.16001459	64.1870007	25.66674418	1016.080035	1000.35229	5.998120603	829.2698975	91.5809146	241.9334398	64.47738593	4.518316494	13.95510765	66.25898258	145.3616334	3.311210545	108.4055261	7.432536413	22.42790153	14.76736656	7.624314038	223.207043	351.4970886	14.33666421	0.585491898	61.76045638	64.72944273	49.21895149
43	4.116868486	24.23112634	13.88145958	76.12049738	74.30710581	34.12166509	59.69247139	122.1203762	20.80704452	13.06873873	54.66795476	24.77547933	889.2743798	867.4412668	6.514640774	693.1457934	77.17991617	224.054471	58.50212717	4.549773814	14.32793752	65.79706708	126.3214772	1.866125441	109.1346817	6.156150657	22.82478491	15.39630572	7.547009695	199.6693751	320.8027957	11.36752075	0.596189477	57.68970603	53.99735445	41.85733857
44	5.130478928	26.10484871	17.87748868	78.66201879	76.40751604	38.36177939	63.04017988	131.1753705	21.02259158	13.60176382	75.87195787	26.42020984	921.7131615	896.6059515	5.789585255	720.2845926	84.90985128	228.8902987	65.39001967	4.233214292	13.5362411	66.10918098	137.2750535	2.031270822	117.3596759	7.279311942	23.94492317	14.47491692	7.521081198	191.1156456	317.8600959	9.475814192	0.591790667	61.75437533	63.54905518	57.62418358
45	4.500355218	26.4480594	15.51602914	74.24955865	72.65987478	38.21336834	50.16601097	132.8388825	21.42151042	14.06455578	65.96322258	25.8691187	869.8630637	850.2846802	6.613574508	659.816667	89.47919126	243.5043625	58.91211646	4.536699724	14.56664334	66.70828461	122.2100719	1.394537586	113.6006137	6.433399579	26.78030526	16.16892589	7.593655181	216.8216571	335.0654728	8.949197244	0.568054017	60.56842229	50.09776387	50.51670028
46	4.455824065	27.15591911	18.27570349	75.95101918	74.53898897	39.48091741	74.78318293	132.6159112	22.02222605	15.43080109	77.35326706	21.6581358	898.1401632	876.3997523	7.710442799	761.9717726	87.19838946	223.6381049	64.56070762	3.926828364	14.05223329	67.48160077	153.5691861	1.681723985	111.8354019	6.378054444	25.18312434	14.79795981	7.823524011	189.6366685	301.6810309	7.40902035	0.575335096	62.9583242	62.93379237	58.80591846
47	4.662840557	25.30037065	15.43393135	78.73934892	77.20508403	36.52009885	65.10730938	123.7111342	20.86745637	13.24119157	63.89770863	24.13899604	929.3029101	909.672531	6.515681124	717.7697662	85.80350262	227.1344201	62.8750239	4.347420209	14.14501105	66.93170477	134.430369	2.117049188	109.164003	6.462394084	23.34103342	15.50418572	7.574634346	199.2373788	325.151207	12.53223349	0.579244738	60.49763872	58.76415705	49.096113
48	4.807465585	26.05922866	16.57584864	80.17537097	78.93489804	37.15966728	63.70358399	128.2417515	20.89691737	13.19624326	67.36634623	22.46656571	936.035959	920.8932123	6.156363458	755.0489742	89.03623985	236.6518032	64.56286444	4.276505259	14.03283843	66.317348	137.7412497	1.957144138	111.433506	7.211044045	23.16570858	15.27131708	7.553836358	199.4590248	331.9116042	11.39308382	0.577613604	60.7605413	60.47812254	51.13543614
49	4.922677507	25.15779479	15.22255922	76.81646638	76.90932843	37.88030528	64.37880135	121.8579968	20.89501425	13.55324851	65.29602206	18.77182086	908.8131052	911.6704872	7.546337748	704.2946193	86.68938929	207.2798059	61.32508882	4.102822898	13.90041528	67.33282501	142.807268	2.012865118	107.0924408	7.552345519	22.69072208	13.64356476	7.701165896	166.9617079	282.4474802	10.89676549	0.572179265	60.93716931	69.18260338	50.79427433
50	4.794128394	25.23890285	16.50546839	77.04385132	75.30469333	37.07783369	61.31903729	134.6207712	21.37500409	13.09288927	71.0015706	24.20587123	900.4221794	880.1739013	6.279260557	724.5106529	88.50528141	244.1438402	63.10541038	4.372438675	14.12843846	66.57339007	135.9709643	1.719661987	116.860012	6.839681707	23.5471639	15.24283676	7.553577238	201.8257533	337.7080013	9.626763738	0.579777035	61.57200739	58.50697079	54.38290484
51	4.574373741	24.02984527	12.105252	70.34223852	68.91586985	35.45570773	46.34720055	117.9404233	20.88954073	13.18245693	52.35613173	20.51622845	820.6421139	807.6357675	6.288374727	620.9353964	79.08984436	252.296042	61.06510701	5.022171944	15.7372413	63.47347105	120.9263513	1.333636589	108.5643469	6.242240833	23.21764903	15.13392849	7.446962737	215.8366534	327.8093584	11.92680937	0.580544849	58.98719211	42.55887413	41.01139761
52	4.51144866	25.37744032	15.98274688	78.61280137	76.99929973	36.90789206	67.94917864	126.6116335	20.88485247	13.35247083	63.2288047	25.25893673	923.6168574	901.3705275	6.35087435	723.501231	84.56194561	227.235943	60.84943543	4.2693385	14.24672012	66.53168787	137.1384123	1.987804212	110.7539573	6.338002458	23.12199355	15.44331823	7.571576519	202.6128782	322.9231333	11.28412775	0.577988815	60.131202	55.22674568	48.20019153
53	4.448749242	25.28757784	13.94982042	75.81298583	74.53323292	35.49563921	59.18140497	120.6176205	20.75583085	12.9419993	57.49731567	22.11692635	874.3455434	860.0018326	6.501532717	688.3204851	77.70956652	216.5580291	58.53247537	4.535448585	14.51104365	65.76684295	123.8574211	1.803086982	108.6101919	6.181005844	22.80664491	14.9206757	7.54533644	189.6272928	308.2133028	11.71154519	0.590901062	59.98586441	53.24257697	44.44035024
54	4.579658084	25.34351592	15.23635512	76.29616402	74.79196022	36.61935071	61.67085364	123.3127695	20.76904018	13.27976611	62.36183557	23.46024927	894.5107225	874.7222931	6.495005528	699.5590502	80.23560531	232.6248699	59.8923936	4.376053861	14.17745741	66.60692814	132.1212141	1.733205467	109.3304666	6.321835345	23.5922753	15.49879188	7.572429263	198.3905589	322.2442797	10.63006157	0.576949598	59.88949529	54.66525972	47.72049228
55	4.528852461	24.81639365	15.12189451	69.39164615	67.94228156	35.63866747	53.69190877	120.6092678	20.64301701	12.89982597	59.59202505	20.73946425	804.0066004	784.9684922	6.864754629	645.3161234	76.79173433	217.0857911	58.58465131	4.496638543	14.51391116	66.57766543	125.1263811	1.494979247	106.2561408	5.557488003	23.43297352	15.63545851	7.580047448	188.1432823	304.9694553	10.50434851	0.575349131	59.33751384	51.0739091	45.3694797
56	4.978355029	25.08974402	16.25546903	81.48319114	79.89571401	37.93354306	59.62519574	129.0190648	21.26361217	14.10580653	74.46080612	26.75510595	990.5240788	957.7675182	6.59482778	701.1560054	112.0372332	221.9619602	61.53528879	4.497321476	14.09386471	68.00533252	134.1026343	2.29768827	108.2905726	7.085972577	23.80298703	15.1527289	7.461962862	230.9927065	304.4706067	13.63149422	0.59352921	59.73619811	60.18418331	57.5404299
57	4.438406585	25.73448412	14.79146135	84.47140246	83.10858991	36.19099569	71.86035621	122.7065134	20.62210714	12.99731199	59.27247236	22.88879523	981.1450547	968.6795059	6.078741667	779.062948	86.32621483	228.7686504	62.52576634	4.515942065	14.20595006	66.00698169	139.5530802	2.484276088	108.2027488	6.974919045	22.63721527	14.68047582	7.572388747	206.0298983	330.9990269	12.91540025	0.590872832	60.0227602	60.96701845	45.17509771
58	4.623831729	25.1447615	16.06055378	83.75071857	82.27663144	36.83671318	75.72946108	123.0006718	20.66162622	13.29700215	63.86181036	23.50045531	987.277406	967.3940586	6.66681852	794.9602303	89.51506418	224.7034303	65.81098805	4.758970359	14.12775944	66.82887726	145.5848373	2.283630573	107.472251	7.226510329	23.78804666	16.2761614	7.643447427	194.7627456	327.688503	16.05712368	0.5720708	60.38544274	61.99528508	49.77588503
59	4.55700443	25.44648548	15.83549216	75.9627053	74.43255483	37.32305305	56.55570004	128.763127	20.93480742	13.70810512	65.47455459	24.7178854	897.2442395	876.5218748	6.563292334	687.5402648	82.0516594	242.6803951	61.33389324	4.278138892	14.14196937	66.79950101	125.8390245	1.174358566	111.8804851	6.194884779	23.7909465	15.88590093	7.546808624	195.7414471	324.5626254	9.103268767	0.569802091	60.19481225	56.08033579	50.09141795
60	4.64574438	28.21248531	18.07234671	77.56851409	75.46653719	40.82693705	59.09280814	126.7864439	21.02436583	14.97527432	72.8016985	30.20937803	932.9997851	895.8043814	6.416199855	675.5292402	72.30197936	210.9614206	53.20551908	3.770319544	13.87687402	66.60618401	120.9905929	0.984063074	113.332525	5.781067301	21.65249762	15.45897405	7.572627293	184.0696507	303.8999061	10.10912309	0.591323675	61.3904753	51.00042846	54.92410786
61	4.554132028	25.93160599	15.91539353	88.24028161	86.76485926	36.67275889	79.17363272	124.899683	20.62894046	13.18991572	62.73404651	23.19771833	1023.308732	1014.374078	6.048196344	828.8135956	89.69168971	220.9036476	64.88811942	4.608808178	14.02390275	66.06915137	149.1273875	3.074010651	108.8942691	7.319745131	22.77320369	14.81609989	7.597833182	212.5136943	335.7035783	14.44419012	0.592010476	60.48495156	65.28026535	47.36508041
62	4.703340125	24.89482191	15.36930243	65.47875888	64.83042126	33.96893144	47.66235495	121.9875264	20.22015898	12.47547727	52.81105658	10.31784859	737.0125535	743.3681532	7.086245211	628.0359017	63.43278763	255.8845798	60.43049377	4.869374777	14.78309284	65.70495755	126.3068976	0.853609222	103.1715363	4.505846919	21.45314543	15.04426443	7.665233986	210.7304819	335.788325	6.340452429	0.585608587	58.05389012	53.26579792	39.6069251
63	4.481467134	26.28472707	19.95104318	72.29745906	70.94294459	38.79992423	58.06301326	132.2815943	21.76073896	14.38467491	79.4664802	25.68153794	847.5910208	824.0438431	6.818667863	712.9812971	97.58201535	228.7952043	58.35643084	3.682803119	14.61490138	67.21660509	139.3914455	2.300050153	112.3445499	5.337409616	24.45683115	15.31061116	7.631292947	212.092966	321.464027	10.21881179	0.563251361	64.24716987	41.56431201	61.25252106
